Common garden,Provenance,R (bloc no),Longitude,Latitude,Plot size in meters,Stem survival-1976,Stem survival-1977,Stem survival-1978,Stem survival-1979,Stem survival-1980,Stem survival-1981,Stem survival-1982,Stem survival-1983,Stem survival-1984,Stem survival-1985,Stem survival-1986,Stem survival-1987,Stem survival-1988,Stem survival-1989,Stem survival-1990,Stem survival-1991,Stem survival-1992,Stem survival-1993,Stem survival-1994,Stem survival-1995,Stem survival-1996,Stem survival-1997,Stem survival-1998,Stem survival-1999,Stem survival-2000,Stem survival-2001,Stem survival-2002,Stem survival-2003,Stem survival-2004,Stem survival-2005,Stem survival-2006,Stem survival-2007,Stem survival-2008,Stem survival-2009,Stem survival-2010,Stem survival-2011,Stem survival-2012,Stem survival-2013,Stem survival-2014,Stem survival-2015,Stem survival-2016,Stem survival-2017,NPP-1976,NPP-1977,NPP-1978,NPP-1979,NPP-1980,NPP-1981,NPP-1982,NPP-1983,NPP-1984,NPP-1985,NPP-1986,NPP-1987,NPP-1988,NPP-1989,NPP-1990,NPP-1991,NPP-1992,NPP-1993,NPP-1994,NPP-1995,NPP-1996,NPP-1997,NPP-1998,NPP-1999,NPP-2000,NPP-2001,NPP-2002,NPP-2003,NPP-2004,NPP-2005,NPP-2006,NPP-2007,NPP-2008,NPP-2009,NPP-2010,NPP-2011,NPP-2012,NPP-2013,NPP-2014,NPP-2015,NPP-2016
Mont-Laurier,321,3,-72.1,46.93333333,120,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,13,na,na,0,0,0,0,0,0.003442415,0.006532711,0.017821627,0.027554132,0.040267131,0.061501344,0.080210428,0.088377464,0.087537452,0.10020692,0.105825524,0.097874119,0.125490173,0.120766319,0.116858239,0.108072082,0.160495226,0.150670205,0.137708523,0.134945566,0.152830543,0.155039008,0.12119685,0.130992855,0.112637583,0.068048508,0.117450215,0.120576558,0.123816712,0.156013031,0.129442817,0.134046221,0.101835693,0.136777924,0.127521509,na
Mont-Laurier,321,4,-72.1,46.93333333,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,na,na,0,0,0,0.002448954,0.005824119,0.01583026,0.021073891,0.039483244,0.065280225,0.089110568,0.11704254,0.1618492,0.168300814,0.116137236,0.172800016,0.171917367,0.173082107,0.187257943,0.134051757,0.125432194,0.121247087,0.161168938,0.116611979,0.109881104,0.134814852,0.12760588,0.142972602,0.095827493,0.116474157,0.087126357,0.063156407,0.096081026,0.074858643,0.081141906,0.106647919,0.08787217,0.099845536,0.102116112,0.084938805,0.090907222,na
Mont-Laurier,321,6,-72.1,46.93333333,120,12,12,12,12,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,na,na,0,0,0,0,0.006529842,0.014893057,0.025601007,0.046121886,0.084672806,0.107459762,0.13699817,0.195376975,0.219642607,0.177266552,0.186596167,0.205772678,0.208632367,0.21672756,0.144346998,0.170586829,0.147692943,0.222479917,0.138627504,0.152276601,0.127610415,0.129428348,0.131267513,0.107268195,0.155218267,0.089863718,0.068316433,0.110215753,0.085862544,0.098039172,0.116804854,0.082311987,0.074132914,0.054506841,0.054276654,0.058048588,na
Mont-Laurier,325,3,-73.63333333,50.45,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,na,na,0,0,0,0,0,0,0.002536222,0.009794569,0.024752187,0.050541958,0.073794348,0.100925282,0.142188945,0.132179343,0.16547474,0.191369589,0.182412078,0.224481087,0.214137264,0.204780417,0.201980185,0.291665921,0.277477141,0.265632713,0.266199844,0.231151742,0.18491774,0.166967905,0.201709067,0.163699997,0.103456862,0.146322085,0.111682042,0.100125892,0.163387528,0.147700185,0.129745383,0.089275883,0.092284587,0.084659854,na
Mont-Laurier,325,4,-73.63333333,50.45,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,na,na,0.004782288,0.006456705,0.011034588,0.018019612,0.026860651,0.028790509,0.035964271,0.042744995,0.056241234,0.067862481,0.082426146,0.111466055,0.117013258,0.11988999,0.150727447,0.175880823,0.18914693,0.215909684,0.137843574,0.204797904,0.191110117,0.288961318,0.261702092,0.214989165,0.21254903,0.204693387,0.192819573,0.178632616,0.21027637,0.182566669,0.130799103,0.193108619,0.145531043,0.120654493,0.16438284,0.136098081,0.127501361,0.114865334,0.120344914,0.127754469,na
Mont-Laurier,325,6,-73.63333333,50.45,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,na,na,0,0,0,0,0.001539934,0.00546935,0.010008261,0.017984754,0.033672472,0.055505428,0.070141119,0.10294881,0.127472923,0.111663853,0.127858303,0.126421803,0.141876879,0.162150693,0.123103357,0.120661546,0.154251363,0.199569119,0.161692324,0.161821793,0.160336245,0.140659357,0.157881813,0.125345833,0.144399184,0.105580928,0.089634366,0.098275509,0.070338906,0.077886357,0.104062206,0.091906475,0.071342739,0.054875588,0.056399469,0.054709343,na
Mont-Laurier,326,3,-73.45,49.03333333,120,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,13,na,na,0,0,0,0,0.005140665,0.01184274,0.020509366,0.039151523,0.059297347,0.084079405,0.108634936,0.129678937,0.136368206,0.122697754,0.165975103,0.147228515,0.162576469,0.185611288,0.144163984,0.126510948,0.131653651,0.182633075,0.162002286,0.132306246,0.140684312,0.119812723,0.129392929,0.107410234,0.125362037,0.08445784,0.060091651,0.099733282,0.087789484,0.094839223,0.127500196,0.104527872,0.079674183,0.080766737,0.071776332,0.083259735,na
Mont-Laurier,326,4,-73.45,49.03333333,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0,0,0.008652919,0.018317204,0.034059256,0.054815378,0.081377587,0.108594801,0.154961631,0.158343939,0.155861453,0.177836772,0.193949337,0.185242975,0.195987523,0.171003218,0.153332862,0.132105957,0.193484181,0.175521721,0.167369484,0.159395541,0.138581042,0.159933198,0.128696254,0.13715342,0.09893517,0.08460255,0.119767004,0.083994692,0.085967865,0.108903348,0.098182539,0.11756584,0.08891403,0.094146437,0.107405605,na
Mont-Laurier,326,6,-73.45,49.03333333,120,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,na,na,0,0,0,0,0.000882424,0.001243121,0.006120411,0.013906513,0.033474573,0.050787954,0.070978567,0.111426923,0.117075954,0.121717386,0.124634977,0.151552685,0.153114882,0.204910827,0.165854987,0.152205531,0.199210781,0.281413862,0.237340665,0.203170108,0.190994069,0.158229776,0.15557094,0.144688649,0.162932824,0.121507496,0.090880514,0.14316921,0.096317969,0.084419073,0.099459214,0.124638294,0.126352852,0.114339858,0.0847739,0.080352231,na
Mont-Laurier,329,3,-71.2,47.86666667,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0,0,0.001497762,0.006659801,0.017548694,0.036614896,0.062940623,0.079267509,0.120578311,0.118705184,0.132659276,0.142621163,0.155102422,0.170004591,0.189426654,0.160470613,0.159177715,0.173909338,0.241548747,0.224911893,0.223210269,0.220489149,0.226831628,0.199289121,0.15090114,0.206930628,0.152476308,0.114872759,0.168518278,0.160281371,0.142405652,0.187973565,0.151224314,0.157797188,0.14016929,0.145387695,0.164887327,na
Mont-Laurier,329,4,-71.2,47.86666667,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0,0,0.001249688,0.002182185,0.007562867,0.018616226,0.035192629,0.052270829,0.067365465,0.085069041,0.077209849,0.11096878,0.128054924,0.1480239,0.173141615,0.156187597,0.125743783,0.14484769,0.204886858,0.228839571,0.19521668,0.2169401,0.178039795,0.167755988,0.156555584,0.190907769,0.133665209,0.137685123,0.185573504,0.160085074,0.12717975,0.170276673,0.121850026,0.120197967,0.114796815,0.110324857,0.135563485,na
Mont-Laurier,329,6,-71.2,47.86666667,120,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,na,na,0,0,0,0,0,0,0.002389328,0.008325971,0.014636054,0.032778337,0.054546504,0.078754678,0.090266914,0.103616644,0.123252874,0.13725412,0.150370152,0.17300865,0.153765172,0.148779729,0.159624375,0.194161905,0.154707941,0.14581597,0.172549282,0.143066222,0.143268152,0.130612302,0.17162936,0.108271139,0.085344086,0.128202843,0.114428274,0.117306451,0.146904784,0.114957204,0.128497009,0.098858092,0.100571058,0.087088796,na
Mont-Laurier,332,3,-67.11666667,48.5,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,na,na,0,0,0,0,0,0.002546063,0.004230361,0.014809276,0.031787673,0.056834224,0.084548777,0.107729704,0.130953095,0.097865444,0.125614733,0.132387083,0.142302088,0.189473345,0.135893659,0.137633583,0.168354396,0.260109709,0.190886013,0.190827439,0.231596042,0.184590263,0.145350358,0.146710432,0.178063882,0.132816182,0.083715759,0.149065556,0.121732889,0.116391111,0.135012248,0.128229863,0.133188116,0.103802767,0.105959069,0.085247998,na
Mont-Laurier,332,4,-67.11666667,48.5,120,16,16,16,16,15,15,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,na,na,0,0,0,0,0,0.001351549,0.002996414,0.009208476,0.016878571,0.037185062,0.062736677,0.090785982,0.119252218,0.115941277,0.161790498,0.152148092,0.154455915,0.182455179,0.166071228,0.144644636,0.168670252,0.203237412,0.172925484,0.149717238,0.171588357,0.16142058,0.142475959,0.119304505,0.119325229,0.098393526,0.063821387,0.097151672,0.091874521,0.085356384,0.129685827,0.094543643,0.102191297,0.073816703,0.073900235,0.088769201,na
Mont-Laurier,332,6,-67.11666667,48.5,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,na,na,0,0,0,0,0,0.002491679,0.008748308,0.022015666,0.045775889,0.077758102,0.107842074,0.153044844,0.200483073,0.158981324,0.192165906,0.190964763,0.197273004,0.227332757,0.218689984,0.187593419,0.208115927,0.256079906,0.230843747,0.214655777,0.18088184,0.171605876,0.157243352,0.121578261,0.152747017,0.10742259,0.103571125,0.12530475,0.09861614,0.128533796,0.18998918,0.196928265,0.209265511,0.176576006,0.168284975,0.150112155,na
Mont-Laurier,333,3,-77.75,49.61666667,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0,0.001899878,0.016356064,0.028124882,0.048054779,0.067977713,0.082671737,0.100058192,0.137261593,0.137549282,0.123563778,0.146599241,0.160954705,0.157569793,0.17300171,0.142049446,0.125778051,0.136449082,0.16987763,0.176207985,0.171310003,0.180777228,0.135176162,0.133785574,0.08946423,0.121125695,0.0836338,0.064742969,0.076123161,0.07993939,0.073124686,0.120170961,0.098315592,0.095391222,0.093149707,0.08095375,0.082111619,na
Mont-Laurier,333,4,-77.75,49.61666667,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,na,na,0,0,0,0.002372128,0.014050158,0.02607859,0.032250005,0.056326434,0.073236002,0.084263006,0.125995251,0.171351552,0.179329175,0.151334013,0.175699001,0.166320904,0.155078813,0.196020946,0.153726069,0.130866948,0.143444808,0.182204096,0.170909587,0.137663035,0.16224575,0.127527379,0.161765017,0.116444075,0.140421438,0.072907907,0.078306838,0.114345085,0.097918632,0.077055405,0.113106296,0.091491575,0.100742883,0.0723612,0.076057593,0.088676104,na
Mont-Laurier,333,6,-77.75,49.61666667,120,15,15,15,15,14,14,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,10,10,10,10,10,9,9,9,8,8,7,7,6,na,na,0,0,0,0.001621332,0.001294076,0.002241784,0.005131325,0.011257375,0.019782176,0.028593162,0.039988314,0.071035535,0.08339663,0.094244367,0.105366941,0.10430159,0.118457021,0.145500835,0.116806383,0.116364472,0.118056323,0.163018041,0.16303543,0.12857419,0.145105071,0.135986834,0.137740886,0.109363814,0.126822813,0.0781574,0.068446162,0.090729443,0.058831235,0.074082307,0.064586699,0.051364636,0.043175597,0.037793287,0.041756997,0.038057471,na
Mont-Laurier,336,3,-76.95,48.36666667,120,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,na,na,0,0,0,0,0,0.002356706,0.005514333,0.01405484,0.027686105,0.038983903,0.064833666,0.091513339,0.105024314,0.108158802,0.116408365,0.129330416,0.110187203,0.138483529,0.112522887,0.106128754,0.092805057,0.156746004,0.129272945,0.116469329,0.117268872,0.106028512,0.101131081,0.087898651,0.095335765,0.06825231,0.041047963,0.079668235,0.061902807,0.065132082,0.08815954,0.079276463,0.083607577,0.063481477,0.063473269,0.06067394,na
Mont-Laurier,336,4,-76.95,48.36666667,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,na,na,0,0,0,0,0.00191405,0.004964319,0.010372122,0.024595756,0.046240529,0.076692526,0.102532508,0.165204762,0.187875272,0.159202516,0.198467741,0.182032313,0.171736558,0.196104184,0.135180545,0.144251282,0.15782128,0.227514495,0.206887442,0.157282712,0.172274665,0.160086496,0.170582436,0.138844066,0.131033475,0.090703116,0.082181699,0.129108612,0.109511286,0.102142134,0.127016722,0.098921251,0.11138024,0.092390847,0.101706675,0.121183238,na
Mont-Laurier,336,6,-76.95,48.36666667,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0,0,0.002003581,0.009511031,0.020291772,0.04073699,0.056628482,0.085638121,0.12548483,0.128690545,0.129316685,0.146917183,0.158450308,0.145198199,0.170872139,0.16186149,0.163128151,0.176339986,0.238799529,0.186771172,0.172406485,0.215398397,0.176785575,0.177147757,0.161226624,0.169132229,0.118415655,0.092679776,0.152015912,0.126868995,0.113156714,0.168065217,0.146002191,0.149486716,0.094964982,0.111388392,0.093700948,na
Mont-Laurier,338,3,-76.55,47.08333333,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,na,na,0,0,0,0,0,0.005123869,0.010730883,0.026944418,0.043996186,0.059647132,0.087184578,0.124570121,0.126947529,0.118783148,0.135921882,0.135650314,0.133892693,0.15176454,0.11048691,0.121434008,0.126644982,0.181802886,0.15355025,0.143222339,0.137488178,0.142702615,0.133464286,0.111396854,0.130319699,0.09721937,0.071796923,0.120263613,0.116123085,0.091556993,0.122880978,0.106297061,0.103430276,0.082210707,0.112397033,0.118788843,na
Mont-Laurier,338,4,-76.55,47.08333333,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0,0.004420124,0.013474543,0.020302171,0.051825162,0.063780905,0.095158053,0.119871337,0.134231838,0.158573589,0.113126173,0.165585332,0.165882666,0.138264097,0.204054575,0.121020446,0.176207674,0.179055989,0.258188536,0.218908254,0.238956217,0.222203304,0.235658999,0.219230746,0.198792094,0.246841776,0.188088934,0.158176125,0.227876637,0.132782679,0.151796376,0.196986366,0.159304779,0.171785327,0.107672961,0.101125123,0.118982598,na
Mont-Laurier,338,6,-76.55,47.08333333,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,13,na,na,0,0,0,0,0.006412765,0.011480506,0.021866604,0.048742858,0.08726115,0.138904996,0.180742059,0.229891016,0.266659183,0.243910382,0.313501694,0.320302484,0.2768614,0.31222157,0.219044538,0.212142924,0.176411968,0.248269448,0.189488019,0.188259081,0.220800029,0.216322561,0.1802938,0.183044293,0.240165277,0.133515414,0.103442345,0.17324952,0.134211801,0.143833621,0.187258099,0.158517968,0.15372538,0.141859986,0.133198971,0.131850777,na
Mont-Laurier,342,3,-68.76666667,50.66666667,120,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,na,na,0,0,0,0,0,0,0.00484235,0.012268664,0.026671451,0.051491059,0.076151254,0.103776085,0.112719555,0.119500244,0.147920029,0.174037723,0.17638919,0.203752182,0.203283354,0.16556453,0.203874924,0.277814892,0.277834734,0.231611441,0.243975032,0.205506844,0.196984957,0.18580748,0.192552784,0.153467944,0.134366288,0.164623951,0.177836176,0.144084522,0.177841579,0.164362711,0.165789767,0.137942793,0.133442764,0.149458042,na
Mont-Laurier,342,4,-68.76666667,50.66666667,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0.001712222,0.00254671,0.001663886,0.008176153,0.017183632,0.04069537,0.069090181,0.095736284,0.129857963,0.122442511,0.116400023,0.154688423,0.139331322,0.149081553,0.168653096,0.148209846,0.134525138,0.198137968,0.258686044,0.187176915,0.159798388,0.198175488,0.162858214,0.131108046,0.122468191,0.139181927,0.098516678,0.088620225,0.145616809,0.121381476,0.094123739,0.129897362,0.123382557,0.136910393,0.112775115,0.109417732,0.099990004,na
Mont-Laurier,342,6,-68.76666667,50.66666667,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0,0,0,0.000989329,0.00445738,0.007910009,0.022292739,0.032886179,0.05389613,0.057380583,0.072534602,0.082790323,0.093147388,0.105538265,0.124864875,0.13156324,0.112191212,0.112075091,0.158096214,0.109873613,0.11632944,0.149550279,0.123151617,0.125355392,0.127303943,0.120838488,0.103226844,0.102556176,0.124543857,0.102870543,0.108235612,0.118409674,0.11322683,0.113552982,0.091991691,0.08976702,0.094504848,na
Mont-Laurier,345,3,-69.13333333,48.93333333,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0,0,0,0.003035843,0.008074653,0.024194771,0.047173827,0.0734086,0.102164736,0.117900702,0.100876614,0.139345641,0.154258278,0.16345371,0.183896756,0.165430198,0.162712878,0.177237382,0.236818799,0.208644338,0.177358652,0.208832709,0.173402792,0.169122497,0.148247066,0.181946662,0.120687391,0.118409201,0.133189103,0.122721321,0.090110725,0.152859378,0.133063276,0.138176112,0.095459815,0.084600853,0.09236385,na
Mont-Laurier,345,4,-69.13333333,48.93333333,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0,0,0,0.001791449,0.005442493,0.020056144,0.039932784,0.065631926,0.102415461,0.121874607,0.106939222,0.139131317,0.13659502,0.13351264,0.169547784,0.137887044,0.121334083,0.14059899,0.208797861,0.186310459,0.160355323,0.19178624,0.171841727,0.145149364,0.158968798,0.155856157,0.118552278,0.094478153,0.124335367,0.123116281,0.12444725,0.144983645,0.125540517,0.151438289,0.105152582,0.115352536,0.130349748,na
Mont-Laurier,345,6,-69.13333333,48.93333333,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0,0,0,0.006925728,0.014204061,0.025572539,0.047231094,0.077774342,0.122890444,0.140396778,0.138025968,0.158137337,0.185848185,0.169208875,0.181431725,0.145792677,0.175178757,0.177866235,0.245959916,0.21839856,0.203782159,0.208547429,0.194893711,0.190572992,0.145126229,0.194293942,0.134364998,0.091401307,0.142497455,0.097934137,0.102022646,0.161346586,0.123431503,0.145415963,0.110967249,0.119726424,0.08728785,na
Mont-Laurier,352,3,-71.3,49.6,120,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,na,na,0,0,0,0,0,0.002532069,0.005612775,0.01655126,0.027104179,0.046261385,0.068038039,0.096258543,0.098650125,0.100565291,0.101226227,0.108854991,0.118498127,0.149155013,0.132357331,0.103285451,0.119363471,0.174325983,0.161064538,0.151576414,0.1826756,0.160529619,0.145533915,0.111683441,0.14531927,0.105424441,0.092214683,0.140426242,0.129206911,0.123277138,0.129709324,0.127285709,0.147915748,0.117712485,0.125101815,0.142333248,na
Mont-Laurier,352,4,-71.3,49.6,120,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,na,na,0,0,0,0,0.000532829,0.003971436,0.007572888,0.015598369,0.022562278,0.037153012,0.060813139,0.070492724,0.085645166,0.081869753,0.076828007,0.091171239,0.088917843,0.106461013,0.076195397,0.107468345,0.108258724,0.144081624,0.11974096,0.099543478,0.102179567,0.114315927,0.089834597,0.075388809,0.101581509,0.095878952,0.065068954,0.095988914,0.066463919,0.074894697,0.110089947,0.101702127,0.123656396,0.096333604,0.099380222,0.127155029,na
Mont-Laurier,352,6,-71.3,49.6,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,13,na,na,0,0,0,0,0.001720651,0.00222962,0.007722612,0.015807587,0.024709516,0.037433502,0.062764957,0.090078919,0.106636611,0.104124431,0.145313485,0.160656225,0.167363516,0.19214363,0.155414835,0.149614634,0.143348215,0.199474163,0.144779133,0.146610473,0.179536429,0.167584318,0.153226258,0.125020982,0.164158721,0.115933008,0.072268767,0.119157391,0.092778844,0.102867091,0.125987929,0.111108198,0.121259107,0.093360864,0.103566314,0.109188098,na
Mont-Laurier,355,3,-63.36666667,49.63333333,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0,0,0.004618317,0.013636029,0.026551426,0.046578893,0.070703512,0.091560431,0.121530789,0.136400587,0.13537659,0.163434979,0.175170107,0.166669983,0.206372346,0.167289528,0.137758098,0.133735938,0.236396671,0.173081585,0.138423407,0.205000558,0.14891324,0.130250797,0.104771262,0.13052378,0.092097464,0.067040672,0.120658179,0.101107892,0.07926463,0.109763911,0.093224029,0.098310808,0.091111134,0.080960302,0.068817204,na
Mont-Laurier,355,4,-63.36666667,49.63333333,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0,0,0,0.002028186,0.006828502,0.011612629,0.026063194,0.043020813,0.078382705,0.100579364,0.107927006,0.138364301,0.148024271,0.165061984,0.172472605,0.152722733,0.131067025,0.172331368,0.232419146,0.247333955,0.190381207,0.229710382,0.188966892,0.196026435,0.163686362,0.204841174,0.127704504,0.116151876,0.132163623,0.13986287,0.097070922,0.145863645,0.118478782,0.099559165,0.109924717,0.099544605,0.10168612,na
Mont-Laurier,355,6,-63.36666667,49.63333333,120,16,16,16,15,15,14,14,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,na,na,0,0,0,0,0.001884066,0.003063656,0.010753413,0.018298664,0.027206521,0.039052808,0.059630954,0.088289741,0.110419853,0.121174349,0.129332841,0.163656875,0.140610887,0.188571704,0.143876808,0.180457743,0.16699934,0.234222017,0.200058436,0.174722895,0.144430729,0.219934677,0.210450847,0.193191117,0.214152875,0.165030792,0.141422255,0.209834451,0.145899094,0.132590486,0.191814585,0.181152092,0.171258017,0.129473798,0.123653164,0.101675808,na
Mont-Laurier,369,3,-64.65,48.88333333,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0,0,0.002625907,0.008531669,0.029506604,0.062092401,0.081629945,0.117765644,0.155342723,0.181914788,0.16408487,0.229511981,0.214703539,0.198889097,0.255506592,0.195752897,0.193779935,0.213503061,0.256889671,0.203094914,0.209279756,0.22370277,0.18409389,0.16975318,0.140358939,0.168373677,0.120760223,0.097200211,0.127045612,0.126480522,0.117992036,0.154759921,0.150416582,0.135326303,0.116755821,0.103214533,0.126084172,na
Mont-Laurier,369,4,-64.65,48.88333333,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,na,na,0,0,0,0,0,0,0.006576711,0.012857085,0.030533317,0.052801636,0.074841121,0.110772559,0.12989863,0.112393121,0.139314034,0.141784053,0.16469585,0.207016655,0.194962465,0.141645243,0.170702815,0.244451612,0.183022103,0.180285257,0.196735699,0.196725751,0.19878562,0.172009558,0.179358906,0.143652411,0.1076496,0.183661621,0.157863856,0.161642371,0.195207958,0.161755853,0.147667558,0.123598046,0.149651687,0.175139672,na
Mont-Laurier,369,6,-64.65,48.88333333,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,14,na,na,0,0,0,0,0,0.002744152,0.009020515,0.019562053,0.033192161,0.055200956,0.074977186,0.114810442,0.141729669,0.109288747,0.160329661,0.150549587,0.142046229,0.181020736,0.173428053,0.18199644,0.179156122,0.228292201,0.19331007,0.168146514,0.20159151,0.175181796,0.178624264,0.179193843,0.199787419,0.138169684,0.106957225,0.157470863,0.125526031,0.11454231,0.152583723,0.116959499,0.124193633,0.099353842,0.087827472,0.084806823,na
