Common garden,Provenance,R (bloc no),Longitude,Latitude,Plot size in meters,Stem survival-1976,Stem survival-1977,Stem survival-1978,Stem survival-1979,Stem survival-1980,Stem survival-1981,Stem survival-1982,Stem survival-1983,Stem survival-1984,Stem survival-1985,Stem survival-1986,Stem survival-1987,Stem survival-1988,Stem survival-1989,Stem survival-1990,Stem survival-1991,Stem survival-1992,Stem survival-1993,Stem survival-1994,Stem survival-1995,Stem survival-1996,Stem survival-1997,Stem survival-1998,Stem survival-1999,Stem survival-2000,Stem survival-2001,Stem survival-2002,Stem survival-2003,Stem survival-2004,Stem survival-2005,Stem survival-2006,Stem survival-2007,Stem survival-2008,Stem survival-2009,Stem survival-2010,Stem survival-2011,Stem survival-2012,Stem survival-2013,Stem survival-2014,Stem survival-2015,Stem survival-2016,Stem survival-2017,NPP-1976,NPP-1977,NPP-1978,NPP-1979,NPP-1980,NPP-1981,NPP-1982,NPP-1983,NPP-1984,NPP-1985,NPP-1986,NPP-1987,NPP-1988,NPP-1989,NPP-1990,NPP-1991,NPP-1992,NPP-1993,NPP-1994,NPP-1995,NPP-1996,NPP-1997,NPP-1998,NPP-1999,NPP-2000,NPP-2001,NPP-2002,NPP-2003,NPP-2004,NPP-2005,NPP-2006,NPP-2007,NPP-2008,NPP-2009,NPP-2010,NPP-2011,NPP-2012,NPP-2013,NPP-2014,NPP-2015,NPP-2016
Chibougamau,1531,3,-66.48333333,45.58333333,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0.002712334,0.006609281,0.010825964,0.018333582,0.023402266,0.027679753,0.044596997,0.050774807,0.067415729,0.083494531,0.103461225,0.093496714,0.130018198,0.123806961,0.167206216,0.185261428,0.169187237,0.148502717,0.153855673,0.148106415,0.156407966,0.141694103,0.099198482,0.081392973,0.101191383,0.109436352,0.107927474,0.105590932,0.071632446,0.084272211,0.0770661,0.073840328,0.076999455,0.060300529,0.056865502,0.054526664
Chibougamau,1531,4,-66.48333333,45.58333333,92.16,na,na,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,12,12,11,11,10,10,9,9,na,na,0,0,0.001887276,0.003253471,0.009846196,0.018402677,0.033044809,0.046844,0.051257322,0.082925715,0.096045738,0.109912629,0.124163646,0.141103988,0.126521373,0.142026367,0.130724105,0.162551048,0.201965215,0.173018449,0.173688411,0.186228172,0.192132999,0.225942049,0.21133642,0.165385871,0.147499868,0.145196295,0.182336652,0.172140819,0.158839711,0.139005765,0.124900656,0.143830144,0.1067797,0.085790471,0.068192917,0.058227518,0.054887419
Chibougamau,1531,5,-66.48333333,45.58333333,92.16,na,na,16,16,16,16,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,na,na,0,0,0,0.000856572,0.003350308,0.012494916,0.031384806,0.049102867,0.067113518,0.078075679,0.092302663,0.112378573,0.106024892,0.111403794,0.10348871,0.116825537,0.122522419,0.157634636,0.184292485,0.155957298,0.127213218,0.143421472,0.126006807,0.150656496,0.142693906,0.112492524,0.131307857,0.135234781,0.121447699,0.126178051,0.109823909,0.101335869,0.093982948,0.087106563,0.0758597,0.069791581,0.057746666,0.058367378,0.055182325
Chibougamau,1534,3,-68.31666667,47.7,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0.00143815,0.002657868,0.005775913,0.014111726,0.02058057,0.026314306,0.040229056,0.051341718,0.072792171,0.094004308,0.119927226,0.116932408,0.162796475,0.149602029,0.199718572,0.207259744,0.213107649,0.206336685,0.20445124,0.225825038,0.230723111,0.225624509,0.165737378,0.166486626,0.183929688,0.219720524,0.231866537,0.214141071,0.212052035,0.230440001,0.218970744,0.180689324,0.184019874,0.14333678,0.163731831,0.156150096
Chibougamau,1534,4,-68.31666667,47.7,92.16,na,na,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,12,12,12,na,na,0,0,0,0.003345426,0.010268354,0.024501053,0.038046904,0.043849224,0.0492935,0.076033599,0.085834071,0.092777055,0.095088176,0.10379091,0.104692667,0.123628349,0.106751705,0.138136206,0.143945514,0.159629065,0.137204052,0.152188004,0.152584204,0.155722098,0.178482274,0.14226306,0.129766666,0.107606061,0.129035712,0.140296028,0.119476596,0.112650954,0.108123218,0.107280257,0.09339761,0.097774627,0.076765702,0.082366338,0.06400305
Chibougamau,1534,5,-68.31666667,47.7,92.16,na,na,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,na,na,0,0,0,0,0.001574948,0.003009255,0.006876838,0.010333918,0.015341989,0.02242211,0.028958745,0.042877185,0.043958459,0.057921933,0.055482124,0.076777891,0.064933193,0.076843747,0.07959954,0.09913224,0.089031386,0.116138675,0.104308984,0.11096499,0.103302276,0.087393284,0.090455556,0.090048771,0.100987244,0.099313962,0.099601418,0.078493679,0.086706428,0.074405267,0.07694893,0.075421418,0.057850112,0.070273065,0.066312358
Chibougamau,1538,3,-65.11666667,47.75,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0,0,0.001233599,0.005009182,0.010625285,0.014107002,0.022672356,0.028642843,0.038100341,0.047349942,0.061508282,0.068279388,0.108255913,0.10607965,0.148625449,0.151859777,0.152291175,0.162005655,0.172033828,0.16277786,0.152254685,0.138762057,0.127680081,0.106257658,0.111852328,0.125038489,0.127727115,0.129915324,0.103226122,0.107616597,0.11841168,0.121618035,0.098749917,0.089368345,0.077276324,0.081470654
Chibougamau,1538,4,-65.11666667,47.75,92.16,na,na,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,13,13,13,na,na,0,0,0,0.001578321,0.006430474,0.014985851,0.027437662,0.045494405,0.064743786,0.106716473,0.133458059,0.156703571,0.163211438,0.178835093,0.164341451,0.186586709,0.176430018,0.221814807,0.249134797,0.217310389,0.194017239,0.227346449,0.199210695,0.239537105,0.249375631,0.215995594,0.220910915,0.220345386,0.209983923,0.210094212,0.179596879,0.154587674,0.129615175,0.149895248,0.126990725,0.096484056,0.091139933,0.08052821,0.082445126
Chibougamau,1538,5,-65.11666667,47.75,92.16,na,na,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,na,na,0,0,0,0,0.00505318,0.00845513,0.023893753,0.033588241,0.033899373,0.052179406,0.067361559,0.077429053,0.087900017,0.098726143,0.093232079,0.132761449,0.129696866,0.175181425,0.194577669,0.188663185,0.211423231,0.228636345,0.205240967,0.244435076,0.26201943,0.234818108,0.227760295,0.217950694,0.253571907,0.249793442,0.244442116,0.199811143,0.214614562,0.228593955,0.233530989,0.242133053,0.194799018,0.208789248,0.195204063
Chibougamau,3268,3,-90.36666667,44.21666667,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,na,na,0,0,0,0,0.001149138,0.009128293,0.016865691,0.027449182,0.030222364,0.047324121,0.058515053,0.077577427,0.082813433,0.102042038,0.1007397,0.130589702,0.127247839,0.164879101,0.198238698,0.188525892,0.179865055,0.163471829,0.171848986,0.160070857,0.163605551,0.15367707,0.134282376,0.129294753,0.134211188,0.1253357,0.109628076,0.086752138,0.090941591,0.110667407,0.097623396,0.110069552,0.067659653,0.081607067,0.073142879
Chibougamau,3268,4,-90.36666667,44.21666667,92.16,na,na,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,na,na,0,0,0,0,0,0.001314923,0.005458493,0.011813778,0.017865142,0.02939114,0.037171479,0.050853217,0.04609306,0.062069238,0.054680129,0.065977209,0.075463987,0.095747654,0.107962957,0.104727122,0.092595694,0.098740952,0.094367208,0.093220059,0.105495011,0.077725219,0.081124969,0.076220179,0.077151833,0.069481963,0.070042994,0.047546534,0.053985938,0.053238806,0.055570241,0.051288734,0.040216316,0.037510376,0.036016903
Chibougamau,3268,5,-90.36666667,44.21666667,92.16,na,na,16,16,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,12,12,12,12,11,11,11,11,10,10,na,na,0,0,0,0.002352692,0.006334205,0.014703304,0.026559889,0.036610924,0.041760116,0.069832415,0.072959169,0.08340881,0.088740718,0.097123807,0.086591141,0.092796114,0.102354355,0.099329782,0.152910157,0.115733031,0.082501016,0.10277853,0.105085327,0.109449087,0.092560453,0.08386685,0.07437896,0.064983355,0.062171483,0.069254313,0.055595899,0.04681377,0.042742487,0.043491168,0.033493534,0.024226301,0.027415947,0.017668248,0.018148891
Chibougamau,4277,3,-88.98333333,45.73333333,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0.002476209,0.005696162,0.006508506,0.014739338,0.026781363,0.029817021,0.027437815,0.03664518,0.039236449,0.051025359,0.059325169,0.07926618,0.06786176,0.096265638,0.090867586,0.134669041,0.140214995,0.130700193,0.127242333,0.144155825,0.139674669,0.119324932,0.102125462,0.091352039,0.094841152,0.092527117,0.098820699,0.099328302,0.09838345,0.08542984,0.088454645,0.091453922,0.081627548,0.079180672,0.053708804,0.061283401,0.064129314
Chibougamau,4277,4,-88.98333333,45.73333333,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,14,14,13,12,11,10,9,9,8,7,na,na,0,0,0.002053018,0.001619294,0.011573097,0.020372986,0.037535567,0.04968604,0.061899731,0.092441904,0.090567073,0.106931456,0.089351636,0.104155759,0.112615983,0.1245495,0.106574793,0.134317138,0.188951679,0.176593681,0.181219937,0.175742747,0.165998147,0.180781412,0.173102476,0.136150784,0.130781609,0.117077614,0.136944842,0.13125451,0.105729046,0.099162275,0.089603954,0.088299551,0.077800409,0.065408307,0.05734903,0.032844132,0.041619167
Chibougamau,4277,5,-88.98333333,45.73333333,92.16,na,na,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,na,na,0,0,0.004649481,0.01055425,0.013561751,0.027889532,0.045849923,0.054249177,0.051700636,0.081877743,0.091562851,0.119474264,0.112284807,0.110184252,0.099482301,0.12883407,0.116562304,0.147849744,0.172895522,0.17227536,0.162310596,0.153355947,0.148047344,0.143652289,0.145460733,0.12790114,0.131434221,0.129954978,0.122136441,0.133132561,0.115383804,0.104128837,0.106621216,0.113430369,0.098630546,0.080793988,0.055442237,0.057725584,0.066601992
Chibougamau,4344,3,-90.93333333,46.11666667,92.16,na,na,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,na,na,0,0,0,0.003182895,0.004090112,0.010815847,0.018361287,0.0223146,0.030156067,0.049685444,0.0662231,0.08080384,0.084769806,0.098626026,0.091323171,0.115725958,0.108333316,0.153956758,0.167369367,0.158367692,0.150397118,0.162172998,0.155011332,0.149964806,0.148862617,0.127457256,0.122749241,0.11562181,0.13573751,0.136634851,0.104893644,0.088953531,0.099224491,0.090110652,0.085632859,0.064933899,0.055621034,0.063912319,0.057164643
Chibougamau,4344,4,-90.93333333,46.11666667,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,14,14,14,14,13,13,13,12,12,11,11,10,10,9,9,8,8,7,na,na,0,0,0.00175122,0.00559166,0.007284351,0.018669856,0.023666173,0.035448724,0.039732085,0.068773441,0.094851243,0.12940737,0.132235454,0.147957032,0.136448282,0.158336052,0.143996225,0.163330569,0.158385448,0.169265409,0.146854912,0.16023375,0.153897284,0.134022182,0.134909262,0.10757099,0.098707808,0.104818454,0.112088765,0.089583205,0.067496779,0.046539838,0.048025988,0.033518192,0.033426372,0.026490777,0.023733775,0.019085363,0.01833099
Chibougamau,4344,5,-90.93333333,46.11666667,92.16,na,na,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,13,13,12,12,11,11,10,10,na,na,0,0.001454279,0.005544554,0.012063558,0.021936784,0.043579122,0.05787771,0.060871128,0.068917911,0.102111676,0.122508771,0.148067607,0.142491646,0.151771428,0.133774462,0.156866864,0.139509344,0.151872304,0.18340325,0.197321759,0.184948254,0.172486606,0.161177433,0.166105479,0.165798705,0.130692512,0.149747948,0.136159915,0.142115465,0.130798873,0.108167767,0.093658887,0.079128132,0.076807945,0.055583345,0.057471497,0.038746428,0.035032555,0.028502968
Chibougamau,4351,3,-84.78333333,46.05,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,na,na,0,0,0,0.002104563,0.004951205,0.016044328,0.033671364,0.041566646,0.052339523,0.073674764,0.090089052,0.109437478,0.115007397,0.14520347,0.126040866,0.171151636,0.152069982,0.190852517,0.222282034,0.214621361,0.181024313,0.199587556,0.217893604,0.218963724,0.189781092,0.188797411,0.192059383,0.196356687,0.222649588,0.200193334,0.187537326,0.133774585,0.168990865,0.180477258,0.1498149,0.151480058,0.124544903,0.146296966,0.130112065
Chibougamau,4351,4,-84.78333333,46.05,92.16,na,na,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,na,na,0,0,0,0.002560124,0.006017695,0.018961729,0.037111054,0.051158926,0.065881789,0.100656362,0.111352581,0.130924849,0.127265005,0.137386924,0.142447545,0.175851254,0.152314543,0.172205904,0.212497517,0.188961684,0.189874412,0.223532586,0.201775619,0.19743312,0.200423822,0.192709116,0.198981201,0.202072684,0.235614309,0.210905663,0.214040736,0.167271212,0.167112181,0.169969014,0.108472736,0.110135773,0.088816962,0.095747359,0.09767662
Chibougamau,4351,5,-84.78333333,46.05,92.16,na,na,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0.004231845,0.006193172,0.008153177,0.014289236,0.030435534,0.036142486,0.040069217,0.064707391,0.076526404,0.080414636,0.087864938,0.097936882,0.082644901,0.125737239,0.115156273,0.151593858,0.148847886,0.152794815,0.146732095,0.143821333,0.14475703,0.13471171,0.126763726,0.108108194,0.104561833,0.104874182,0.111847341,0.103943919,0.105388559,0.091282211,0.106937973,0.099637964,0.100902341,0.097825362,0.078237004,0.075945211,0.09042312
Chibougamau,4353,3,-91.3,47.7,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0.001356836,0.001181277,0.00292644,0.011231734,0.014738055,0.019686031,0.023437121,0.036920507,0.057191967,0.071631044,0.089807554,0.090584081,0.123761069,0.117579804,0.160197297,0.152719183,0.182954008,0.161227915,0.166813096,0.18233133,0.158293369,0.168564365,0.155174791,0.146583595,0.153232313,0.178102182,0.148611162,0.178291511,0.156857405,0.148896789,0.129451925,0.119001202,0.125376223,0.092189223,0.092830706,0.100148905
Chibougamau,4353,4,-91.3,47.7,92.16,na,na,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,11,11,10,10,9,9,8,8,na,na,0,0,0,0,0.005524036,0.009638267,0.026195782,0.03535559,0.039550159,0.062574523,0.08274588,0.105243702,0.10793054,0.124497825,0.115753065,0.132478312,0.131832528,0.182695919,0.186075594,0.176604461,0.175748559,0.186174296,0.175527675,0.188437145,0.170266982,0.173634909,0.160127231,0.159990303,0.167341775,0.172102004,0.162012006,0.119198476,0.113835618,0.121760043,0.090306711,0.084095341,0.073662919,0.050504844,0.049325967
Chibougamau,4353,5,-91.3,47.7,92.16,na,na,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,na,na,0.002464646,0.003279701,0.007197996,0.016044664,0.025024384,0.040212655,0.061643353,0.081892714,0.09552064,0.135258854,0.145124326,0.174449273,0.179027476,0.196811385,0.171052737,0.188177541,0.175275433,0.2295421,0.270496043,0.262894413,0.238794695,0.242288296,0.241816738,0.230473594,0.262704273,0.237390411,0.225901904,0.20210759,0.231582766,0.218041281,0.206804008,0.150499474,0.179288506,0.152711227,0.154248417,0.126728212,0.102251804,0.130497253,0.115280106
Chibougamau,4360,3,-68.8,45.5,92.16,na,na,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0.001574968,0.00384285,0.01018121,0.026382484,0.032327974,0.038301068,0.05524149,0.061753697,0.07823044,0.089294443,0.10110859,0.101684443,0.130144644,0.131458386,0.174535339,0.193386593,0.204082548,0.184961458,0.20354318,0.19484529,0.202294085,0.183398476,0.163246027,0.145613605,0.148174696,0.164623266,0.142927958,0.124959694,0.095847791,0.121785672,0.128816108,0.125025365,0.110928342,0.085823073,0.074474313,0.076899737
Chibougamau,4360,4,-68.8,45.5,92.16,na,na,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,na,na,0,0,0,0,0.002037496,0.011284545,0.030208799,0.046339948,0.051210096,0.079763488,0.094715941,0.113010569,0.132520547,0.151414902,0.142098195,0.161824332,0.134688226,0.166952099,0.204710561,0.198318851,0.183549393,0.174438136,0.162605435,0.176151552,0.164493164,0.140261308,0.130575154,0.11124336,0.134393902,0.133884625,0.132622545,0.128151999,0.105427982,0.11980597,0.115294733,0.123614967,0.088007121,0.091983908,0.088362845
Chibougamau,4360,5,-68.8,45.5,92.16,na,na,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,13,13,13,13,12,12,11,10,10,9,9,8,7,7,6,na,na,0,0,0,0.00856947,0.013974485,0.023432795,0.035688127,0.040887662,0.042631391,0.058550127,0.067752794,0.086379685,0.099090059,0.108275469,0.097029757,0.123017906,0.117801281,0.13469702,0.156795965,0.151367535,0.150394975,0.145896881,0.155498843,0.150156044,0.152116238,0.134622237,0.133687689,0.127089268,0.135215399,0.120345962,0.116398652,0.096479604,0.091602756,0.09202691,0.080580036,0.070092289,0.040567317,0.056489574,0.048926433
Chibougamau,6801,3,-53.11666667,47.33333333,92.16,na,na,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,na,na,0,0,0,0,0,0,0,0.001202056,0.00656947,0.01024907,0.014654889,0.023515555,0.031593099,0.045199105,0.043220976,0.067674076,0.058340794,0.081032361,0.07764314,0.08119972,0.066071666,0.080142037,0.082172199,0.083593677,0.082396626,0.052109604,0.058833121,0.059529313,0.071670787,0.075497896,0.064623728,0.06035842,0.059303797,0.054881773,0.0475175,0.053545443,0.048086121,0.050414747,0.033767345
Chibougamau,6801,4,-53.11666667,47.33333333,92.16,na,na,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,na,na,0,0,0,0,0,0.004350066,0.014725512,0.026005293,0.035190654,0.048649318,0.062713196,0.081614411,0.0933983,0.103362069,0.09100556,0.112835234,0.10903088,0.141176904,0.171894806,0.154094149,0.144608388,0.145557335,0.131697787,0.145932835,0.133746722,0.107749027,0.12119197,0.107017731,0.110594849,0.112667961,0.093897684,0.089970888,0.08521961,0.086107036,0.067076277,0.074150318,0.049993448,0.046584034,0.040670395
Chibougamau,6801,5,-53.11666667,47.33333333,92.16,na,na,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0,0,0.005177055,0.017787502,0.023872472,0.031402886,0.047390206,0.052079216,0.068591164,0.081178455,0.09599913,0.089618317,0.112530505,0.101736723,0.123164337,0.155889685,0.144225487,0.136214643,0.139804834,0.126656265,0.135829,0.154128886,0.115210274,0.111081292,0.102633551,0.101315232,0.119447482,0.105961688,0.08657133,0.089964917,0.087117225,0.071925604,0.088795437,0.0609019,0.073039822,0.066673662
Chibougamau,6802,3,-58.91666667,48.21666667,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0,0,0.001139311,0.00174495,0.009832025,0.011193578,0.020673601,0.032561641,0.045552202,0.058532456,0.069370217,0.0775217,0.113627984,0.109826568,0.150361711,0.146229565,0.149858403,0.145228655,0.14439943,0.146012486,0.140035319,0.122360614,0.094692309,0.088480957,0.099312996,0.113371168,0.111581679,0.08967771,0.08929768,0.091516342,0.095621511,0.114548072,0.119246363,0.076439148,0.057734115,0.06049356
Chibougamau,6802,4,-58.91666667,48.21666667,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,14,14,14,14,13,13,13,12,12,11,11,10,10,9,9,8,8,7,na,na,0,0,0,0,0,0.002365882,0.005209979,0.01291826,0.019861724,0.028626105,0.043279828,0.0547866,0.062539686,0.078217505,0.078600405,0.093718106,0.101642639,0.123841793,0.13662751,0.110523992,0.110373864,0.115642757,0.115370644,0.136700068,0.128303826,0.119728246,0.120779647,0.141376908,0.170164271,0.164721681,0.135969488,0.121688354,0.109529869,0.114919057,0.08428669,0.060219559,0.045913268,0.049029271,0.049942229
Chibougamau,6802,5,-58.91666667,48.21666667,92.16,na,na,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,13,13,13,13,12,12,na,na,0,0,0.002541893,0.005669826,0.010863676,0.023263763,0.033795873,0.041341193,0.044073261,0.067919314,0.080791394,0.095227672,0.118571146,0.132320751,0.114329746,0.123401266,0.126069542,0.171388477,0.187345856,0.168925359,0.16020653,0.159959008,0.154814494,0.200965885,0.19103844,0.145995667,0.161351737,0.175303082,0.18528098,0.167633948,0.146402234,0.131488034,0.123112021,0.149536121,0.109620593,0.082371654,0.071538131,0.066050308,0.060656953
Chibougamau,6804,3,-56.1,50.9,92.16,na,na,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,na,na,0,0,0,0,0.002035714,0.002786507,0.010094475,0.017510114,0.025426761,0.036265093,0.04116423,0.059336398,0.065865023,0.075052125,0.069159419,0.099004508,0.09342809,0.11406271,0.132931913,0.132246666,0.119282857,0.120866408,0.12945914,0.116129868,0.12185825,0.092114549,0.090203537,0.086011261,0.098969606,0.083479374,0.076605307,0.056366342,0.058687716,0.057268099,0.056643861,0.059022898,0.044554345,0.03786531,0.044524711
Chibougamau,6804,4,-56.1,50.9,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0,0,0.003169127,0.008961735,0.017345364,0.028893342,0.043536437,0.064011312,0.083572839,0.085912928,0.100773028,0.096386758,0.113260233,0.123081562,0.146256551,0.178638142,0.167509926,0.166760195,0.182681114,0.175579177,0.181478076,0.17621998,0.139558728,0.138252748,0.127618081,0.13244463,0.140247939,0.140506541,0.110274076,0.105319308,0.107202456,0.077422453,0.065967938,0.072270046,0.054294748,0.041869201
Chibougamau,6804,5,-56.1,50.9,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,14,14,14,14,13,13,12,12,11,11,10,10,9,9,8,na,na,0,0,0,0,0.002918026,0.008830384,0.014272434,0.022160061,0.028595548,0.048085256,0.058284788,0.078084529,0.095942924,0.103880257,0.098382519,0.114487147,0.10636936,0.141671063,0.144351345,0.14958954,0.146222474,0.148589978,0.13042024,0.13549366,0.134892044,0.120069063,0.125906642,0.113359424,0.122509479,0.120394379,0.098071603,0.075499954,0.077649375,0.091787936,0.065843571,0.062667669,0.053917621,0.056245817,0.062388394
Chibougamau,6805,3,-60.38333333,53.41666667,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0,0,0.002027814,0.012589468,0.02007356,0.027792261,0.044522079,0.06606372,0.090558311,0.11186697,0.121037088,0.109097579,0.16326827,0.153124741,0.187317645,0.203244582,0.193542527,0.193470506,0.173105093,0.160549706,0.166325848,0.172364846,0.159891456,0.155026258,0.1770674,0.208254378,0.192299137,0.15891975,0.145734481,0.155928051,0.175112308,0.167064849,0.181016895,0.124741488,0.12730202,0.117831504
Chibougamau,6805,4,-60.38333333,53.41666667,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,14,13,13,12,12,11,10,10,9,na,na,0,0,0,0,0.001521041,0.004838325,0.014169397,0.022083365,0.032544794,0.049831346,0.065074065,0.08635948,0.103670512,0.112506361,0.10216118,0.131513276,0.12959529,0.169041307,0.18480437,0.185560003,0.180903622,0.185317202,0.183828013,0.170835286,0.177298669,0.15063645,0.168285661,0.164496958,0.190430073,0.172660364,0.132978447,0.110679667,0.10361634,0.109895197,0.095383964,0.102109026,0.066923109,0.062536177,0.064866951
Chibougamau,6805,5,-60.38333333,53.41666667,92.16,na,na,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0.003009306,0.006069175,0.01297202,0.028533143,0.038886472,0.054253311,0.079336561,0.101177622,0.123539143,0.132650962,0.14583976,0.131002503,0.171690508,0.171542304,0.2216227,0.226412342,0.222289418,0.212151959,0.201731089,0.207350537,0.224625642,0.242470982,0.191416959,0.188065172,0.187877481,0.222232981,0.197391555,0.180809721,0.149048702,0.150882235,0.163163887,0.138809311,0.153562525,0.096575035,0.117510596,0.10932653
