Common garden,Prov,Bloc,MATp,MAPp,GDD5p,Latitude,Longitude,sf1,sf2,sf3,sf4,sf5,Geno_EST.pb,Geno_OUEST.pb,Geno_CENTRE.pb
Chibougamau,338,4,2.091506667,891.21605,1457.604047,47.08333333,-76.55,-0.028195997,0.208355251,-0.141453321,-0.117272696,-0.124255684,0.296107143,0.01290873,0.691003968
Chibougamau,338,5,2.091506667,891.21605,1457.604047,47.08333333,-76.55,-0.028195997,0.208355251,-0.141453321,-0.117272696,-0.124255684,0.296107143,0.01290873,0.691003968
Chibougamau,342,3,-0.929046667,979.5063167,967.7350067,50.66666667,-68.76666667,-0.147307065,0.04531698,-0.035421612,0.143559663,0.007299942,0.47,0.0055,0.5245
Chibougamau,342,4,-0.929046667,979.5063167,967.7350067,50.66666667,-68.76666667,-0.147307065,0.04531698,-0.035421612,0.143559663,0.007299942,0.236666667,0.016666667,0.747
Chibougamau,342,5,-0.929046667,979.5063167,967.7350067,50.66666667,-68.76666667,-0.147307065,0.04531698,-0.035421612,0.143559663,0.007299942,0.3325,0.0055,0.6625
Chibougamau,345,3,1.995596667,1010.889023,1318.04984,48.93333333,-69.13333333,-0.15399069,0.06379912,-0.048376123,0.183316209,0.042095782,0.552595238,0.012507937,0.434857143
Chibougamau,345,4,1.995596667,1010.889023,1318.04984,48.93333333,-69.13333333,-0.15399069,0.06379912,-0.048376123,0.183316209,0.042095782,0.552595238,0.012507937,0.434857143
Chibougamau,345,5,1.995596667,1010.889023,1318.04984,48.93333333,-69.13333333,-0.15399069,0.06379912,-0.048376123,0.183316209,0.042095782,0.552595238,0.012507937,0.434857143
Chibougamau,352,3,0.202416667,970.5139,1176.207997,49.6,-71.3,-0.122333246,0.121461258,-0.10780595,0.124122253,-0.058174852,0.695159184,0.020689796,0.284146939
Chibougamau,352,4,0.202416667,970.5139,1176.207997,49.6,-71.3,-0.122333246,0.121461258,-0.10780595,0.124122253,-0.058174852,0.695159184,0.020689796,0.284146939
Chibougamau,352,5,0.202416667,970.5139,1176.207997,49.6,-71.3,-0.122333246,0.121461258,-0.10780595,0.124122253,-0.058174852,0.695159184,0.020689796,0.284146939
Chibougamau,355,3,1.56419,1011.861633,1005.684563,49.63333333,-63.36666667,-0.173644081,-0.105806667,0.12520375,-0.003896099,0.023729006,0.614253968,0.036519841,0.34922619
Chibougamau,355,4,1.56419,1011.861633,1005.684563,49.63333333,-63.36666667,-0.173644081,-0.105806667,0.12520375,-0.003896099,0.023729006,0.614253968,0.036519841,0.34922619
Chibougamau,355,5,1.56419,1011.861633,1005.684563,49.63333333,-63.36666667,-0.173644081,-0.105806667,0.12520375,-0.003896099,0.023729006,0.614253968,0.036519841,0.34922619
Chibougamau,369,3,2.409846667,1087.671187,1208.57766,48.88333333,-64.65,-0.178571201,-0.073463127,0.098288144,0.070971905,0.076056394,0.728928571,0.019705882,0.251394958
Chibougamau,369,4,2.409846667,1087.671187,1208.57766,48.88333333,-64.65,-0.178571201,-0.073463127,0.098288144,0.070971905,0.076056394,0.728928571,0.019705882,0.251394958
Chibougamau,369,5,2.409846667,1087.671187,1208.57766,48.88333333,-64.65,-0.178571201,-0.073463127,0.098288144,0.070971905,0.076056394,0.728928571,0.019705882,0.251394958
Chibougamau,1329,3,5.749463333,1085.45342,1682.00516,46.05,-62.85,-0.170271468,-0.114152814,0.132579703,-0.014739532,0.059471552,0.706142857,0.019527778,0.274349206
Chibougamau,1329,4,5.749463333,1085.45342,1682.00516,46.05,-62.85,-0.170271468,-0.114152814,0.132579703,-0.014739532,0.059471552,0.706142857,0.019527778,0.274349206
Chibougamau,1329,5,5.749463333,1085.45342,1682.00516,46.05,-62.85,-0.170271468,-0.114152814,0.132579703,-0.014739532,0.059471552,0.706142857,0.019527778,0.274349206
Chibougamau,1528,3,3.10193,1203.706797,1412.137333,46.83333333,-67.16666667,-0.17100633,0.002046274,0.021131384,0.177490924,0.134562573,0.678579365,0.009488095,0.311936508
Chibougamau,1528,4,3.10193,1203.706797,1412.137333,46.83333333,-67.16666667,-0.17100633,0.002046274,0.021131384,0.177490924,0.134562573,0.678579365,0.009488095,0.311936508
Chibougamau,1528,5,3.10193,1203.706797,1412.137333,46.83333333,-67.16666667,-0.17100633,0.002046274,0.021131384,0.177490924,0.134562573,0.678579365,0.009488095,0.311936508
Chibougamau,1530,3,5.427856667,1558.34205,1416.84228,45.93333333,-60.16666667,-0.158143885,-0.16341247,0.167189182,-0.140480165,-0.030673265,0.828035714,0.018420635,0.153488095
Chibougamau,1530,4,5.427856667,1558.34205,1416.84228,45.93333333,-60.16666667,-0.158143885,-0.16341247,0.167189182,-0.140480165,-0.030673265,0.828035714,0.018420635,0.153488095
Chibougamau,1530,5,5.427856667,1558.34205,1416.84228,45.93333333,-60.16666667,-0.158143885,-0.16341247,0.167189182,-0.140480165,-0.030673265,0.828035714,0.018420635,0.153488095
Chibougamau,1531,3,5.077593333,1226.900423,1613.405057,45.58333333,-66.48333333,-0.166346253,-0.01986064,0.040710681,0.139611045,0.137595992,0.797678571,0.011303571,0.191026786
Chibougamau,1531,4,5.077593333,1226.900423,1613.405057,45.58333333,-66.48333333,-0.166346253,-0.01986064,0.040710681,0.139611045,0.137595992,0.797678571,0.011303571,0.191026786
Chibougamau,1531,5,5.077593333,1226.900423,1613.405057,45.58333333,-66.48333333,-0.166346253,-0.01986064,0.040710681,0.139611045,0.137595992,0.797678571,0.011303571,0.191026786
Chibougamau,1534,3,2.715533333,1072.569923,1440.127243,47.7,-68.31666667,-0.164182236,0.038926816,-0.018803594,0.195843751,0.09907972,0.71434127,0.016345238,0.269357143
Chibougamau,1534,4,2.715533333,1072.569923,1440.127243,47.7,-68.31666667,-0.164182236,0.038926816,-0.018803594,0.195843751,0.09907972,0.71434127,0.016345238,0.269357143
Chibougamau,1534,5,2.715533333,1072.569923,1440.127243,47.7,-68.31666667,-0.164182236,0.038926816,-0.018803594,0.195843751,0.09907972,0.71434127,0.016345238,0.269357143
Chibougamau,1538,3,4.20385,1103.621453,1514.651263,47.75,-65.11666667,-0.17978345,-0.059642501,0.086263085,0.103509194,0.10923082,0.764012245,0.011861224,0.224155102
Chibougamau,1538,4,4.20385,1103.621453,1514.651263,47.75,-65.11666667,-0.17978345,-0.059642501,0.086263085,0.103509194,0.10923082,0.764012245,0.011861224,0.224155102
Chibougamau,1538,5,4.20385,1103.621453,1514.651263,47.75,-65.11666667,-0.17978345,-0.059642501,0.086263085,0.103509194,0.10923082,0.764012245,0.011861224,0.224155102
Chibougamau,3268,3,5.625663333,819.5914433,2021.201353,44.21666667,-90.36666667,0.180031606,0.045320514,0.142158574,-0.006380901,0.230581526,0.167383673,0.045138776,0.787453061
Chibougamau,3268,4,5.625663333,819.5914433,2021.201353,44.21666667,-90.36666667,0.180031606,0.045320514,0.142158574,-0.006380901,0.230581526,0.167383673,0.045138776,0.787453061
Chibougamau,3268,5,5.625663333,819.5914433,2021.201353,44.21666667,-90.36666667,0.180031606,0.045320514,0.142158574,-0.006380901,0.230581526,0.167383673,0.045138776,0.787453061
Chibougamau,4277,3,4.280143333,800.57065,1722.29185,45.73333333,-88.98333333,0.179141317,0.076361008,0.145844213,-0.039310989,0.232607606,0.119813492,0.022238095,0.857952381
Chibougamau,4277,4,4.280143333,800.57065,1722.29185,45.73333333,-88.98333333,0.179141317,0.076361008,0.145844213,-0.039310989,0.232607606,0.119813492,0.022238095,0.857952381
Chibougamau,4277,5,4.280143333,800.57065,1722.29185,45.73333333,-88.98333333,0.179141317,0.076361008,0.145844213,-0.039310989,0.232607606,0.119813492,0.022238095,0.857952381
Chibougamau,4344,3,4.541763333,844.71602,1860.70296,46.11666667,-90.93333333,0.198044232,0.038546288,0.166198513,0.033683339,0.188836571,0.210242063,0.020702381,0.769071429
Chibougamau,4344,4,4.541763333,844.71602,1860.70296,46.11666667,-90.93333333,0.198044232,0.038546288,0.166198513,0.033683339,0.188836571,0.210242063,0.020702381,0.769071429
Chibougamau,4344,5,4.541763333,844.71602,1860.70296,46.11666667,-90.93333333,0.198044232,0.038546288,0.166198513,0.033683339,0.188836571,0.210242063,0.020702381,0.769071429
Chibougamau,4351,3,5.275986667,844.83195,1747.75002,46.05,-84.78333333,0.122390414,0.150173551,0.051121127,-0.175530866,0.160428941,0.187061224,0.028342857,0.784591837
Chibougamau,4351,4,5.275986667,844.83195,1747.75002,46.05,-84.78333333,0.122390414,0.150173551,0.051121127,-0.175530866,0.160428941,0.187061224,0.028342857,0.784591837
Chibougamau,4351,5,5.275986667,844.83195,1747.75002,46.05,-84.78333333,0.122390414,0.150173551,0.051121127,-0.175530866,0.160428941,0.187061224,0.028342857,0.784591837
Chibougamau,4353,3,2.987026667,780.8814667,1636.2872,47.7,-91.3,0.206898509,0.027951929,0.171563376,0.06971796,0.111723537,0.079373016,0.029849206,0.89081746
Chibougamau,4353,4,2.987026667,780.8814667,1636.2872,47.7,-91.3,0.206898509,0.027951929,0.171563376,0.06971796,0.111723537,0.079373016,0.029849206,0.89081746
Chibougamau,4353,5,2.987026667,780.8814667,1636.2872,47.7,-91.3,0.206898509,0.027951929,0.171563376,0.06971796,0.111723537,0.079373016,0.029849206,0.89081746
Chibougamau,4360,3,4.964986667,1081.622773,1742.277067,45.5,-68.8,-0.148401739,0.044835583,-0.026269994,0.162285884,0.105468605,0.801089286,0.01090625,0.188004464
Chibougamau,4360,4,4.964986667,1081.622773,1742.277067,45.5,-68.8,-0.148401739,0.044835583,-0.026269994,0.162285884,0.105468605,0.801089286,0.01090625,0.188004464
Chibougamau,4360,5,4.964986667,1081.622773,1742.277067,45.5,-68.8,-0.148401739,0.044835583,-0.026269994,0.162285884,0.105468605,0.801089286,0.01090625,0.188004464
Chibougamau,6801,3,4.78295,1353.164,1225.13692,47.33333333,-53.11666667,-0.111576458,-0.216241658,0.157046112,-0.307380255,-0.174239604,0.822179592,0.011044898,0.166783673
Chibougamau,6801,4,4.78295,1353.164,1225.13692,47.33333333,-53.11666667,-0.111576458,-0.216241658,0.157046112,-0.307380255,-0.174239604,0.822179592,0.011044898,0.166783673
Chibougamau,6801,5,4.78295,1353.164,1225.13692,47.33333333,-53.11666667,-0.111576458,-0.216241658,0.157046112,-0.307380255,-0.174239604,0.822179592,0.011044898,0.166783673
Chibougamau,6802,3,4.59527,1353.334067,1251.19916,48.21666667,-58.91666667,-0.155326103,-0.187010397,0.185178796,-0.208004371,-0.102522957,0.828964286,0.012039683,0.15902381
Chibougamau,6802,4,4.59527,1353.334067,1251.19916,48.21666667,-58.91666667,-0.155326103,-0.187010397,0.185178796,-0.208004371,-0.102522957,0.828964286,0.012039683,0.15902381
Chibougamau,6802,5,4.59527,1353.334067,1251.19916,48.21666667,-58.91666667,-0.155326103,-0.187010397,0.185178796,-0.208004371,-0.102522957,0.828964286,0.012039683,0.15902381
Chibougamau,6804,3,1.971016667,970.0670967,975.10091,50.9,-56.1,-0.13071636,-0.2079564,0.174170993,-0.28670824,-0.18234354,0.751785714,0.007376984,0.240861111
Chibougamau,6804,4,1.971016667,970.0670967,975.10091,50.9,-56.1,-0.13071636,-0.2079564,0.174170993,-0.28670824,-0.18234354,0.751785714,0.007376984,0.240861111
Chibougamau,6804,5,1.971016667,970.0670967,975.10091,50.9,-56.1,-0.13071636,-0.2079564,0.174170993,-0.28670824,-0.18234354,0.751785714,0.007376984,0.240861111
Chibougamau,6805,3,-0.111033333,964.92828,996.41766,53.41666667,-60.38333333,-0.139373892,-0.1537313,0.134949427,-0.163589237,-0.117764954,0.498800595,0.026452381,0.474675595
Chibougamau,6805,4,-0.111033333,964.92828,996.41766,53.41666667,-60.38333333,-0.139373892,-0.1537313,0.134949427,-0.163589237,-0.117764954,0.598,0.021,0.380333333
Chibougamau,6805,5,-0.111033333,964.92828,996.41766,53.41666667,-60.38333333,-0.139373892,-0.1537313,0.134949427,-0.163589237,-0.117764954,0.491166667,0.010333333,0.498
Chibougamau,6901,3,4.068303333,830.6847,1668.1322,45.16666667,-77.16666667,-0.014331544,0.189830535,-0.115574787,-0.124292971,-0.063614172,0.246934694,0.021,0.732102041
Chibougamau,6901,4,4.068303333,830.6847,1668.1322,45.16666667,-77.16666667,-0.014331544,0.189830535,-0.115574787,-0.124292971,-0.063614172,0.246934694,0.021,0.732102041
Chibougamau,6901,5,4.068303333,830.6847,1668.1322,45.16666667,-77.16666667,-0.014331544,0.189830535,-0.115574787,-0.124292971,-0.063614172,0.246934694,0.021,0.732102041
Chibougamau,6907,3,1.447556667,877.4167833,1426.4871,48.53333333,-81.41666667,0.066653802,0.200658934,-0.049801228,-0.229560056,-0.016277755,0.111588235,0.013252101,0.875168067
Chibougamau,6907,4,1.447556667,877.4167833,1426.4871,48.53333333,-81.41666667,0.066653802,0.200658934,-0.049801228,-0.229560056,-0.016277755,0.111588235,0.013252101,0.875168067
Chibougamau,6907,5,1.447556667,877.4167833,1426.4871,48.53333333,-81.41666667,0.066653802,0.200658934,-0.049801228,-0.229560056,-0.016277755,0.111588235,0.013252101,0.875168067
Chibougamau,6909,3,0.197376667,779.8053733,1224.10818,49.75,-85.08333333,0.12990438,0.145312251,0.048662475,-0.166876273,0.077834978,0.104820408,0.020685714,0.874493878
Chibougamau,6909,4,0.197376667,779.8053733,1224.10818,49.75,-85.08333333,0.12990438,0.145312251,0.048662475,-0.166876273,0.077834978,0.104820408,0.020685714,0.874493878
Chibougamau,6909,5,0.197376667,779.8053733,1224.10818,49.75,-85.08333333,0.12990438,0.145312251,0.048662475,-0.166876273,0.077834978,0.104820408,0.020685714,0.874493878
Chibougamau,6914,3,0.02569,835.7725133,1183.240117,48.63333333,-85.33333333,0.13546328,0.147495963,0.061454049,-0.169869478,0.118254403,0.124844538,0.016747899,0.858462185
Chibougamau,6914,4,0.02569,835.7725133,1183.240117,48.63333333,-85.33333333,0.13546328,0.147495963,0.061454049,-0.169869478,0.118254403,0.124844538,0.016747899,0.858462185
Chibougamau,6914,5,0.02569,835.7725133,1183.240117,48.63333333,-85.33333333,0.13546328,0.147495963,0.061454049,-0.169869478,0.118254403,0.124844538,0.016747899,0.858462185
Chibougamau,6917,3,0.77235,782.1658467,1321.499873,49,-90.45,0.201026504,0.040596511,0.160435103,0.05129589,0.0762069,0.145319328,0.020168067,0.834411765
Chibougamau,6917,4,0.77235,782.1658467,1321.499873,49,-90.45,0.201026504,0.040596511,0.160435103,0.05129589,0.0762069,0.145319328,0.020168067,0.834411765
Chibougamau,6917,5,0.77235,782.1658467,1321.499873,49,-90.45,0.201026504,0.040596511,0.160435103,0.05129589,0.0762069,0.145319328,0.020168067,0.834411765
Chibougamau,6922,3,1.00942,706.5634867,1484.81966,50.25,-91.66666667,0.206150178,0.006559515,0.147459297,0.106436287,-0.033739667,0.1029375,0.032303571,0.864741071
Chibougamau,6922,4,1.00942,706.5634867,1484.81966,50.25,-91.66666667,0.206150178,0.006559515,0.147459297,0.106436287,-0.033739667,0.1029375,0.032303571,0.864741071
Chibougamau,6922,5,1.00942,706.5634867,1484.81966,50.25,-91.66666667,0.206150178,0.006559515,0.147459297,0.106436287,-0.033739667,0.1029375,0.032303571,0.864741071
Chibougamau,6927,3,1.102486667,629.4140633,1504.546003,50.83333333,-94.28333333,0.211096919,-0.051822601,0.112210545,0.177740622,-0.171590402,0.101357143,0.037189076,0.861436975
Chibougamau,6927,4,1.102486667,629.4140633,1504.546003,50.83333333,-94.28333333,0.211096919,-0.051822601,0.112210545,0.177740622,-0.171590402,0.101357143,0.037189076,0.861436975
Chibougamau,6927,5,1.102486667,629.4140633,1504.546003,50.83333333,-94.28333333,0.211096919,-0.051822601,0.112210545,0.177740622,-0.171590402,0.101357143,0.037189076,0.861436975
Chibougamau,6930,3,2.48659,698.2746733,1645.4495,48.8,-93.66666667,0.214682631,-0.028271802,0.14480592,0.154346788,-0.059464149,0.175365079,0.047404762,0.777285714
Chibougamau,6930,4,2.48659,698.2746733,1645.4495,48.8,-93.66666667,0.214682631,-0.028271802,0.14480592,0.154346788,-0.059464149,0.175365079,0.047404762,0.777285714
Chibougamau,6930,5,2.48659,698.2746733,1645.4495,48.8,-93.66666667,0.214682631,-0.028271802,0.14480592,0.154346788,-0.059464149,0.175365079,0.047404762,0.777285714
Chibougamau,6938,3,0.244396667,869.8028633,1269.3425,49.35,-80.75,0.054010675,0.202804623,-0.068342194,-0.222689967,-0.055364073,0.280666667,0.02534127,0.69397619
Chibougamau,6938,4,0.244396667,869.8028633,1269.3425,49.35,-80.75,0.054010675,0.202804623,-0.068342194,-0.222689967,-0.055364073,0.280666667,0.02534127,0.69397619
Chibougamau,6938,5,0.244396667,869.8028633,1269.3425,49.35,-80.75,0.054010675,0.202804623,-0.068342194,-0.222689967,-0.055364073,0.280666667,0.02534127,0.69397619
Chibougamau,6965,3,-2.413336667,496.87143,1026.486493,52.48333333,-101.4333333,0.181825755,-0.173580724,-0.08222524,0.172916935,-0.305800209,0.129058824,0.458815126,0.412151261
Chibougamau,6965,4,-2.413336667,496.87143,1026.486493,52.48333333,-101.4333333,0.181825755,-0.173580724,-0.08222524,0.172916935,-0.305800209,0.129058824,0.458815126,0.412151261
Chibougamau,6965,5,-2.413336667,496.87143,1026.486493,52.48333333,-101.4333333,0.181825755,-0.173580724,-0.08222524,0.172916935,-0.305800209,0.129058824,0.458815126,0.412151261
Chibougamau,6967,3,-3.348516667,491.6308733,1039.811303,55.5,-94.666667,0.180286775,-0.082669903,0.022967319,0.144686366,-0.273588214,0.1155,0.424,0.4605
Chibougamau,6967,4,-3.348516667,491.6308733,1039.811303,55.5,-94.666667,0.180286775,-0.082669903,0.022967319,0.144686366,-0.273588214,0.1365,0.53575,0.32775
Chibougamau,6967,5,-3.348516667,491.6308733,1039.811303,55.5,-94.666667,0.180286775,-0.082669903,0.022967319,0.144686366,-0.273588214,0.161,0.3315,0.507666667
Chibougamau,6970,3,-0.217286667,438.3327167,1301.282333,56.05,-108.7,0.145157516,-0.256620407,-0.271880097,0.072299049,-0.185728896,0.027,0.899166667,0.074
Chibougamau,6970,4,-0.217286667,438.3327167,1301.282333,56.05,-108.7,0.145157516,-0.256620407,-0.271880097,0.072299049,-0.185728896,0.0312,0.7584,0.2102
Chibougamau,6970,5,-0.217286667,438.3327167,1301.282333,56.05,-108.7,0.145157516,-0.256620407,-0.271880097,0.072299049,-0.185728896,0.0382,0.8784,0.0834
Chibougamau,6973,3,2.66833,546.2635133,1733.3305,49.28333333,-96.3,0.208982536,-0.081423621,0.084359666,0.189432471,-0.178410681,0.263333333,0.039666667,0.696833333
Chibougamau,6973,4,2.66833,546.2635133,1733.3305,49.28333333,-96.3,0.208982536,-0.081423621,0.084359666,0.189432471,-0.178410681,0.09,0.012,0.898
Chibougamau,6973,5,2.66833,546.2635133,1733.3305,49.28333333,-96.3,0.208982536,-0.081423621,0.084359666,0.189432471,-0.178410681,0.025833333,0.027833333,0.946333333
Chibougamau,6979,3,2.29959,658.8461233,1143.464173,52.36666667,-115.25,0.125461485,-0.287509069,-0.352420245,-0.007694061,0.009789987,0.062265306,0.823035714,0.114647959
Chibougamau,6979,4,2.29959,658.8461233,1143.464173,52.36666667,-115.25,0.125461485,-0.287509069,-0.352420245,-0.007694061,0.009789987,0.12575,0.47975,0.3945
Chibougamau,6979,5,2.29959,658.8461233,1143.464173,52.36666667,-115.25,0.125461485,-0.287509069,-0.352420245,-0.007694061,0.009789987,0.02225,0.72875,0.24875
Chibougamau,6986,3,1.04067,492.5693767,1128.675653,56.616667,-121.466667,0.102963909,-0.296718464,-0.388852606,-0.085292935,0.198772032,0.007666667,0.980333333,0.012333333
Chibougamau,6986,4,1.04067,492.5693767,1128.675653,56.616667,-121.466667,0.102963909,-0.296718464,-0.388852606,-0.085292935,0.198772032,0.0195,0.807666667,0.172833333
Chibougamau,6986,5,1.04067,492.5693767,1128.675653,56.616667,-121.466667,0.102963909,-0.296718464,-0.388852606,-0.085292935,0.198772032,0.021,0.873,0.106
Chibougamau,7000,3,-6.365356667,380.9052333,548.7547167,64.566667,-135.916667,0.065790089,-0.255857083,-0.317489529,-0.179762489,0.444441828,0.014,0.963,0.024
Chibougamau,7000,4,-6.365356667,380.9052333,548.7547167,64.566667,-135.916667,0.065790089,-0.255857083,-0.317489529,-0.179762489,0.444441828,0.01625,0.9435,0.04075
Chibougamau,7000,5,-6.365356667,380.9052333,548.7547167,64.566667,-135.916667,0.065790089,-0.255857083,-0.317489529,-0.179762489,0.444441828,0.2084,0.7036,0.0876
