Common garden,Prov,xVar,Value,Std.Error,DF,tvalue,p-value,var
Mont-Laurier,Prov6922,(Intercept),-0.645307593,0.218042638,99,-2.95954772,0.003854941,X(Intercept)
Mont-Laurier,Prov6922,prevSummerTemp,-0.010762147,0.002447635,99,-4.396957146,2.77E-05,XprevSummerTemp
Mont-Laurier,Prov6922,prevFallTemp,-0.001147346,0.001915018,99,-0.599130636,0.55045436,XprevFallTemp
Mont-Laurier,Prov6922,WinterTemp,0.003552122,0.001135723,99,3.127629619,0.002314401,XWinterTemp
Mont-Laurier,Prov6922,SpringTemp,-0.001731119,0.00120927,99,-1.431540244,0.155424883,XSpringTemp
Mont-Laurier,Prov6922,SummerTemp,-0.010209767,0.002351517,99,-4.341778565,3.42E-05,XSummerTemp
Mont-Laurier,Prov6922,FallTemp,-0.001415308,0.002056538,99,-0.688199163,0.492936804,XFallTemp
Mont-Laurier,Prov6922,prevSummerSMI,0.000182157,0.000398653,99,0.456932054,0.648720918,XprevSummerSMI
Mont-Laurier,Prov6922,prevFallSMI,-0.000953235,0.000472749,99,-2.016366676,0.046470389,XprevFallSMI
Mont-Laurier,Prov6922,Snowfall,9.76E-06,3.34E-05,99,0.292045031,0.770863316,XSnowfall
Mont-Laurier,Prov6922,SpringSMI,-0.001799878,0.000897046,99,-2.006449265,0.047535758,XSpringSMI
Mont-Laurier,Prov6922,SummerSMI,-6.39E-06,0.000384692,99,-0.016617386,0.986775298,XSummerSMI
Mont-Laurier,Prov6922,FallSMI,0.000835524,0.000439517,99,1.901003753,0.060209932,XFallSMI
Mont-Laurier,Prov6922,totalC:as.factor(Bloc)3,0.604293839,0.079901698,99,7.562966214,2.05E-11,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov6922,totalC:as.factor(Bloc)4,0.759693052,0.102616281,99,7.403240908,4.45E-11,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov6922,totalC:as.factor(Bloc)6,0.550234958,0.072896544,99,7.548162495,2.20E-11,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov6922,s(Year):as.factor(Bloc)3Fx1,3.620444701,0.505369802,99,7.163951402,1.41E-10,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov6922,s(Year):as.factor(Bloc)4Fx1,3.68531557,0.521972808,99,7.060359305,2.32E-10,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov6922,s(Year):as.factor(Bloc)6Fx1,3.374052465,0.464807411,99,7.259033282,8.93E-11,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov6927,(Intercept),-0.227998331,0.181105135,99,-1.258928032,0.211016783,X(Intercept)
Mont-Laurier,Prov6927,prevSummerTemp,-0.008624043,0.002469906,99,-3.491648388,0.000718793,XprevSummerTemp
Mont-Laurier,Prov6927,prevFallTemp,-0.001012344,0.001995784,99,-0.507241226,0.613113643,XprevFallTemp
Mont-Laurier,Prov6927,WinterTemp,0.004183274,0.001221167,99,3.425636449,0.000894254,XWinterTemp
Mont-Laurier,Prov6927,SpringTemp,-0.000814201,0.001338753,99,-0.608178505,0.544461861,XSpringTemp
Mont-Laurier,Prov6927,SummerTemp,-0.006048416,0.002495475,99,-2.423753414,0.017176245,XSummerTemp
Mont-Laurier,Prov6927,FallTemp,4.76E-05,0.002146927,99,0.0221604,0.98236461,XFallTemp
Mont-Laurier,Prov6927,prevSummerSMI,-6.12E-05,0.000413338,99,-0.148161497,0.882516673,XprevSummerSMI
Mont-Laurier,Prov6927,prevFallSMI,-0.000123209,0.000471511,99,-0.261306421,0.794399052,XprevFallSMI
Mont-Laurier,Prov6927,Snowfall,-8.23E-06,3.92E-05,99,-0.210053589,0.834057538,XSnowfall
Mont-Laurier,Prov6927,SpringSMI,-0.000193441,0.001014851,99,-0.190609782,0.849221654,XSpringSMI
Mont-Laurier,Prov6927,SummerSMI,-0.000108378,0.000386633,99,-0.28031344,0.779821949,XSummerSMI
Mont-Laurier,Prov6927,FallSMI,0.001309662,0.000455922,99,2.8725596,0.004981773,XFallSMI
Mont-Laurier,Prov6927,totalC:as.factor(Bloc)3,0.285588813,0.064983149,99,4.394813397,2.79E-05,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov6927,totalC:as.factor(Bloc)4,0.268203665,0.058227504,99,4.60613364,1.22E-05,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov6927,totalC:as.factor(Bloc)6,0.349795334,0.082249936,99,4.252834102,4.79E-05,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov6927,s(Year):as.factor(Bloc)3Fx1,1.350979918,0.320127349,99,4.220132778,5.42E-05,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov6927,s(Year):as.factor(Bloc)4Fx1,1.473602797,0.348849714,99,4.224176596,5.34E-05,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov6927,s(Year):as.factor(Bloc)6Fx1,1.281249261,0.317730696,99,4.032500721,0.000108598,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov6930,(Intercept),-0.806620014,0.234610837,99,-3.438119162,0.000858254,X(Intercept)
