Common garden,R (bloc no),Provenance,arbre,id,year,AgeC,Vinc_m3,Average_density,bm_inc_density
Mont-Laurier,4,6909,3,6909_283,2008,27,0.008645543,465.1,4.021042228
Mont-Laurier,4,6909,3,6909_283,2009,28,0.011911766,442.7,5.273338649
Mont-Laurier,4,6909,3,6909_283,2010,29,0.007632577,477.4,3.643792247
Mont-Laurier,4,6909,3,6909_283,2011,30,0.005320535,508.3,2.704428152
Mont-Laurier,4,6909,3,6909_283,2012,31,0.007788145,539.6,4.202483136
Mont-Laurier,4,6909,3,6909_283,2013,32,0.008300716,525.6,4.362856496
Mont-Laurier,4,6909,3,6909_283,2014,33,0.007045337,517.3,3.644553039
Mont-Laurier,4,6909,3,6909_283,2015,34,0.008026093,565.4,4.537952678
Mont-Laurier,4,6909,4,6909_284,1982,1,0.000411449,504.8,0.207699434
Mont-Laurier,4,6909,4,6909_284,1983,2,0.001021563,521.1,0.532336418
Mont-Laurier,4,6909,4,6909_284,1984,3,0.001575325,469.1,0.738985141
Mont-Laurier,4,6909,4,6909_284,1985,4,0.002348858,419.1,0.984406218
Mont-Laurier,4,6909,4,6909_284,1986,5,0.00524278,457.6,2.399096219
Mont-Laurier,4,6909,4,6909_284,1987,6,0.006427276,477.2,3.067096316
Mont-Laurier,4,6909,4,6909_284,1988,7,0.007446565,419.4,3.123089207
Mont-Laurier,4,6909,4,6909_284,1989,8,0.006087177,430.6,2.621138429
Mont-Laurier,4,6909,4,6909_284,1990,9,0.010918153,423.5,4.623837791
Mont-Laurier,4,6909,4,6909_284,1991,10,0.008704706,425.8,3.706463779
Mont-Laurier,4,6909,4,6909_284,1992,11,0.008457456,406.1,3.434573003
Mont-Laurier,4,6909,4,6909_284,1993,12,0.009188593,429.9,3.950176114
Mont-Laurier,4,6909,4,6909_284,1994,13,0.008941264,406.6,3.635517823
Mont-Laurier,4,6909,4,6909_284,1995,14,0.005921526,428.5,2.537373955
Mont-Laurier,4,6909,4,6909_284,1996,15,0.011354671,471,5.348050143
Mont-Laurier,4,6909,4,6909_284,1997,16,0.011477789,432.1,4.959552794
Mont-Laurier,4,6909,4,6909_284,1998,17,0.012207757,449.1,5.482503816
Mont-Laurier,4,6909,4,6909_284,1999,18,0.011007053,403.5,4.441346
Mont-Laurier,4,6909,4,6909_284,2000,19,0.011604754,400.6,4.648864445
Mont-Laurier,4,6909,4,6909_284,2001,20,0.00465271,379.5,1.765703374
Mont-Laurier,4,6909,4,6909_284,2002,21,0.008687436,426.8,3.707797638
Mont-Laurier,4,6909,4,6909_284,2003,22,0.008827823,454.4,4.0113628
Mont-Laurier,4,6909,4,6909_284,2004,23,0.012749752,435.8,5.556341887
Mont-Laurier,4,6909,4,6909_284,2005,24,0.006250861,402.8,2.517846757
Mont-Laurier,4,6909,4,6909_284,2006,25,0.007315092,458.5,3.353969715
Mont-Laurier,4,6909,4,6909_284,2007,26,0.005611126,408.4,2.29158396
Mont-Laurier,4,6909,4,6909_284,2008,27,0.006601435,436.9,2.884166838
Mont-Laurier,4,6909,4,6909_284,2009,28,0.005746886,431,2.476908031
Mont-Laurier,4,6909,4,6909_284,2010,29,0.006183919,465.9,2.881088031
Mont-Laurier,4,6909,4,6909_284,2011,30,0.004127981,490,2.022710706
Mont-Laurier,4,6909,4,6909_284,2012,31,0.006597186,489.9,3.231961432
Mont-Laurier,4,6909,4,6909_284,2013,32,0.006518052,494.2,3.22122129
Mont-Laurier,4,6909,4,6909_284,2014,33,0.005531072,433.6,2.398272899
Mont-Laurier,4,6909,4,6909_284,2015,34,0.003985888,550.1,2.192636709
Mont-Laurier,4,6909,6,6909_285,1985,1,0.000465058,485.2,0.225646347
Mont-Laurier,4,6909,6,6909_285,1986,2,0.000966479,540.9,0.522768634
Mont-Laurier,4,6909,6,6909_285,1987,3,0.001837339,489.6,0.899561342
Mont-Laurier,4,6909,6,6909_285,1988,4,0.002512886,436.5,1.096874585
Mont-Laurier,4,6909,6,6909_285,1989,5,0.002541639,447.5,1.137383208
Mont-Laurier,4,6909,6,6909_285,1990,6,0.003678715,421.4,1.550210372
Mont-Laurier,4,6909,6,6909_285,1991,7,0.0038582,432.4,1.668285722
Mont-Laurier,4,6909,6,6909_285,1992,8,0.003437264,395.3,1.35875045
Mont-Laurier,4,6909,6,6909_285,1993,9,0.004155402,391,1.624762185
Mont-Laurier,4,6909,6,6909_285,1994,10,0.004634781,404.5,1.874769067
Mont-Laurier,4,6909,6,6909_285,1995,11,0.005013628,397.5,1.992917259
Mont-Laurier,4,6909,6,6909_285,1996,12,0.006427412,412,2.648093855
Mont-Laurier,4,6909,6,6909_285,1997,13,0.008227671,440.8,3.626757366
Mont-Laurier,4,6909,6,6909_285,1998,14,0.009309,424,3.947016136
Mont-Laurier,4,6909,6,6909_285,1999,15,0.006619362,388.3,2.570298432
Mont-Laurier,4,6909,6,6909_285,2000,16,0.007995314,419.2,3.351635557
Mont-Laurier,4,6909,6,6909_285,2001,17,0.008670292,425.3,3.687475271
Mont-Laurier,4,6909,6,6909_285,2002,18,0.008840056,450.7,3.984213183
Mont-Laurier,4,6909,6,6909_285,2003,19,0.008338725,433.9,3.618172809
Mont-Laurier,4,6909,6,6909_285,2004,20,0.010049561,427.7,4.298197146
Mont-Laurier,4,6909,6,6909_285,2005,21,0.005064051,351.3,1.779001202
Mont-Laurier,4,6909,6,6909_285,2006,22,0.004091658,428,1.751229472
Mont-Laurier,4,6909,6,6909_285,2007,23,0.003849085,373.2,1.436478672
Mont-Laurier,4,6909,6,6909_285,2008,24,0.005147878,454,2.337136643
Mont-Laurier,4,6909,6,6909_285,2009,25,0.005894348,427.3,2.518654981
Mont-Laurier,4,6909,6,6909_285,2010,26,0.005423861,417.2,2.262834839
Mont-Laurier,4,6909,6,6909_285,2011,27,0.005176706,456.9,2.36523714
Mont-Laurier,4,6909,6,6909_285,2012,28,0.006411038,507.7,3.254883993
Mont-Laurier,4,6909,6,6909_285,2013,29,0.004820091,452.1,2.179163219
Mont-Laurier,4,6909,6,6909_285,2014,30,0.003764568,436.5,1.643233926
Mont-Laurier,4,6909,6,6909_285,2015,31,0.003532,550.2,1.943306547
Mont-Laurier,4,6909,10,6909_286,1984,1,0.00032042,525.7,0.168444565
Mont-Laurier,4,6909,10,6909_286,1985,2,0.00069895,509.2,0.355905425
Mont-Laurier,4,6909,10,6909_286,1986,3,0.000921284,525.2,0.483858396
Mont-Laurier,4,6909,10,6909_286,1987,4,0.001708786,503.3,0.860031758
Mont-Laurier,4,6909,10,6909_286,1988,5,0.002334615,466.5,1.089098037
Mont-Laurier,4,6909,10,6909_286,1989,6,0.00295076,473.8,1.398069867
Mont-Laurier,4,6909,10,6909_286,1990,7,0.003904077,423.6,1.653767132
Mont-Laurier,4,6909,10,6909_286,1991,8,0.004018417,455.8,1.831594603
Mont-Laurier,4,6909,10,6909_286,1992,9,0.00456917,427.1,1.951492314
Mont-Laurier,4,6909,10,6909_286,1993,10,0.005948789,428.1,2.546676512
Mont-Laurier,4,6909,10,6909_286,1994,11,0.004166531,426.5,1.777025284
Mont-Laurier,4,6909,10,6909_286,1995,12,0.003954625,441.5,1.745966949
Mont-Laurier,4,6909,10,6909_286,1996,13,0.003783168,451.4,1.707721857
Mont-Laurier,4,6909,10,6909_286,1997,14,0.004521207,442.9,2.002442364
Mont-Laurier,4,6909,10,6909_286,1998,15,0.003851235,507.6,1.95488667
Mont-Laurier,4,6909,10,6909_286,1999,16,0.003701439,462.3,1.711175044
Mont-Laurier,4,6909,10,6909_286,2000,17,0.004832832,461.3,2.229385402
Mont-Laurier,4,6909,10,6909_286,2001,18,0.004200482,436.5,1.833510175
Mont-Laurier,4,6909,10,6909_286,2002,19,0.003677083,444.1,1.632992745
Mont-Laurier,4,6909,10,6909_286,2003,20,0.00364593,438.6,1.599104982
Mont-Laurier,4,6909,10,6909_286,2004,21,0.002232062,436,0.973178832
Mont-Laurier,4,6909,10,6909_286,2005,22,0.001887981,408.6,0.77142904
Mont-Laurier,4,6909,10,6909_286,2006,23,0.002059439,527.8,1.086972069
Mont-Laurier,4,6909,10,6909_286,2007,24,0.002959444,447.8,1.325238846
Mont-Laurier,4,6909,10,6909_286,2008,25,0.00193958,481.9,0.93468342
Mont-Laurier,4,6909,10,6909_286,2009,26,0.002767537,493.8,1.366609613
Mont-Laurier,4,6909,10,6909_286,2010,27,0.002265967,534.2,1.210479801
Mont-Laurier,4,6909,10,6909_286,2011,28,0.002426833,531.5,1.289861556
Mont-Laurier,4,6909,10,6909_286,2012,29,0.002163242,518.1,1.120775457
Mont-Laurier,4,6909,10,6909_286,2013,30,0.00319745,578,1.848126144
Mont-Laurier,4,6909,10,6909_286,2014,31,0.002653713,515,1.366662145
Mont-Laurier,4,6909,10,6909_286,2015,32,0.002702149,630.2,1.702894193
Mont-Laurier,4,6909,11,6909_287,1983,1,0.0003574,489.6,0.174982953
Mont-Laurier,4,6909,11,6909_287,1984,2,0.000688953,466,0.321052232
Mont-Laurier,4,6909,11,6909_287,1985,3,0.001401533,430.4,0.603219683
Mont-Laurier,4,6909,11,6909_287,1986,4,0.002314639,456.6,1.056863998
Mont-Laurier,4,6909,11,6909_287,1987,5,0.00321244,447.2,1.436603143
Mont-Laurier,4,6909,11,6909_287,1988,6,0.004740638,424.3,2.011452536
Mont-Laurier,4,6909,11,6909_287,1989,7,0.004558627,429.3,1.957018574
Mont-Laurier,4,6909,11,6909_287,1990,8,0.005643506,402.1,2.269253673
Mont-Laurier,4,6909,11,6909_287,1991,9,0.005958238,443.3,2.641287022
Mont-Laurier,4,6909,11,6909_287,1992,10,0.006105193,418,2.551970829
Mont-Laurier,4,6909,11,6909_287,1993,11,0.008283951,405.9,3.362455608
Mont-Laurier,4,6909,11,6909_287,1994,12,0.005582951,451.2,2.519027393
Mont-Laurier,4,6909,11,6909_287,1995,13,0.004892868,497.2,2.432733702
Mont-Laurier,4,6909,11,6909_287,1996,14,0.007019631,444.7,3.121629831
Mont-Laurier,4,6909,11,6909_287,1997,15,0.007578862,456.2,3.457476652
Mont-Laurier,4,6909,11,6909_287,1998,16,0.008545104,445.4,3.8059892
Mont-Laurier,4,6909,11,6909_287,1999,17,0.007071534,454.7,3.215426448
Mont-Laurier,4,6909,11,6909_287,2000,18,0.008489782,427.4,3.628532904
Mont-Laurier,4,6909,11,6909_287,2001,19,0.005845887,432.9,2.530684544
Mont-Laurier,4,6909,11,6909_287,2002,20,0.00738499,451.4,3.333584449
Mont-Laurier,4,6909,11,6909_287,2003,21,0.009993286,434.6,4.343082055
Mont-Laurier,4,6909,11,6909_287,2004,22,0.009016489,426.2,3.842827621
Mont-Laurier,4,6909,11,6909_287,2005,23,0.005163552,425,2.194509751
Mont-Laurier,4,6909,11,6909_287,2006,24,0.003352376,449.3,1.506222724
Mont-Laurier,4,6909,11,6909_287,2007,25,0.005875788,473.2,2.780422964
Mont-Laurier,4,6909,11,6909_287,2008,26,0.006460783,447,2.887969821
Mont-Laurier,4,6909,11,6909_287,2009,27,0.005986351,463.3,2.773476317
Mont-Laurier,4,6909,11,6909_287,2010,28,0.006044674,482.2,2.914741623
Mont-Laurier,4,6909,11,6909_287,2011,29,0.005544275,483.8,2.682320374
Mont-Laurier,4,6909,11,6909_287,2012,30,0.006289654,476.1,2.994504478
Mont-Laurier,4,6909,11,6909_287,2013,31,0.004782781,456.8,2.184774157
Mont-Laurier,4,6909,11,6909_287,2014,32,0.00498711,474.3,2.365386203
Mont-Laurier,4,6909,11,6909_287,2015,33,0.005071476,599.4,3.039842782
Mont-Laurier,4,6909,15,6909_288,1982,1,0.000228082,593.6,0.135389156
Mont-Laurier,4,6909,15,6909_288,1983,2,0.000278605,529.2,0.147437635
Mont-Laurier,4,6909,15,6909_288,1984,3,0.000874458,465.8,0.40732246
Mont-Laurier,4,6909,15,6909_288,1985,4,0.00178448,440.5,0.786063516
Mont-Laurier,4,6909,15,6909_288,1986,5,0.002577091,473,1.218964204
Mont-Laurier,4,6909,15,6909_288,1987,6,0.004118313,472.3,1.945079339
Mont-Laurier,4,6909,15,6909_288,1988,7,0.00624908,428.2,2.675856233
Mont-Laurier,4,6909,15,6909_288,1989,8,0.004757466,446,2.121829897
Mont-Laurier,4,6909,15,6909_288,1990,9,0.006939687,433.1,3.00557833
Mont-Laurier,4,6909,15,6909_288,1991,10,0.006108279,430.7,2.630835936
Mont-Laurier,4,6909,15,6909_288,1992,11,0.007240658,416.2,3.013561862
Mont-Laurier,4,6909,15,6909_288,1993,12,0.008779983,401.2,3.522529099
Mont-Laurier,4,6909,15,6909_288,1994,13,0.006404623,404.3,2.589389022
Mont-Laurier,4,6909,15,6909_288,1995,14,0.006691505,391.7,2.621062627
Mont-Laurier,4,6909,15,6909_288,1996,15,0.0076501,414.8,3.173261582
Mont-Laurier,4,6909,15,6909_288,1997,16,0.010858036,377.9,4.103251796
Mont-Laurier,4,6909,15,6909_288,1998,17,0.00692923,397.9,2.75714067
Mont-Laurier,4,6909,15,6909_288,1999,18,0.007002405,416.6,2.917201832
Mont-Laurier,4,6909,15,6909_288,2000,19,0.010893374,402.6,4.385672278
Mont-Laurier,4,6909,15,6909_288,2001,20,0.009223158,380.1,3.505722489
Mont-Laurier,4,6909,15,6909_288,2002,21,0.008786402,417.4,3.66744405
Mont-Laurier,4,6909,15,6909_288,2003,22,0.009301831,404.4,3.761660472
Mont-Laurier,4,6909,15,6909_288,2004,23,0.007660547,427.7,3.27641582
Mont-Laurier,4,6909,15,6909_288,2005,24,0.006600269,428.3,2.826895126
Mont-Laurier,4,6909,15,6909_288,2006,25,0.006438891,475.9,3.064267987
Mont-Laurier,4,6909,15,6909_288,2007,26,0.007165287,398.8,2.857516619
Mont-Laurier,4,6909,15,6909_288,2008,27,0.006396615,418.8,2.678902345
Mont-Laurier,4,6909,15,6909_288,2009,28,0.004470298,408.3,1.825222564
Mont-Laurier,4,6909,15,6909_288,2010,29,0.005399303,468.6,2.530113277
Mont-Laurier,4,6909,15,6909_288,2011,30,0.003864558,444.3,1.717023043
Mont-Laurier,4,6909,15,6909_288,2012,31,0.005413194,341.8,1.850229589
Mont-Laurier,4,6909,15,6909_288,2013,32,0.004721102,451,2.129217078
Mont-Laurier,4,6909,15,6909_288,2014,33,0.003721838,448,1.667383232
Mont-Laurier,4,6909,15,6909_288,2015,34,0.006745365,519.2,3.502193646
Mont-Laurier,6,6909,6,6909_601,1983,1,0.000234035,524.5,0.122751532
Mont-Laurier,6,6909,6,6909_601,1984,2,0.000434831,535.3,0.232764947
Mont-Laurier,6,6909,6,6909_601,1985,3,0.001058309,484.3,0.512538928
Mont-Laurier,6,6909,6,6909_601,1986,4,0.001328751,590.2,0.784228996
Mont-Laurier,6,6909,6,6909_601,1987,5,0.001793674,546.4,0.980063425
Mont-Laurier,6,6909,6,6909_601,1988,6,0.001743043,460.7,0.803019882
Mont-Laurier,6,6909,6,6909_601,1989,7,0.002737032,524.1,1.43447838
Mont-Laurier,6,6909,6,6909_601,1990,8,0.003682352,467.1,1.720026422
Mont-Laurier,6,6909,6,6909_601,1991,9,0.004095094,469.8,1.923875338
Mont-Laurier,6,6909,6,6909_601,1992,10,0.004253848,432.7,1.84063988
Mont-Laurier,6,6909,6,6909_601,1993,11,0.005568474,400.5,2.230173753
Mont-Laurier,6,6909,6,6909_601,1994,12,0.005441603,440.4,2.396481917
Mont-Laurier,6,6909,6,6909_601,1995,13,0.006242841,432.2,2.698155949
Mont-Laurier,6,6909,6,6909_601,1996,14,0.009549685,465,4.44060339
Mont-Laurier,6,6909,6,6909_601,1997,15,0.008998877,428.4,3.855118774
Mont-Laurier,6,6909,6,6909_601,1998,16,0.0064062,476.7,3.053835299
Mont-Laurier,6,6909,6,6909_601,1999,17,0.005747523,424.7,2.440973191
Mont-Laurier,6,6909,6,6909_601,2000,18,0.007192782,422.7,3.040389129
Mont-Laurier,6,6909,6,6909_601,2001,19,0.005059201,394.5,1.99585464
Mont-Laurier,6,6909,6,6909_601,2002,20,0.005739614,426.3,2.446797529
Mont-Laurier,6,6909,6,6909_601,2003,21,0.005988307,406.6,2.434845803
Mont-Laurier,6,6909,6,6909_601,2004,22,0.00598283,439.6,2.630052088
Mont-Laurier,6,6909,6,6909_601,2005,23,0.004111231,382.8,1.573779246
Mont-Laurier,6,6909,6,6909_601,2006,24,0.003237269,451.4,1.461303232
Mont-Laurier,6,6909,6,6909_601,2007,25,0.004695755,414.1,1.944512312
Mont-Laurier,6,6909,6,6909_601,2008,26,0.004298748,414.7,1.78269087
Mont-Laurier,6,6909,6,6909_601,2009,27,0.003789486,422.8,1.602194563
Mont-Laurier,6,6909,6,6909_601,2010,28,0.005252019,501.5,2.633887348
Mont-Laurier,6,6909,6,6909_601,2011,29,0.003744419,479.7,1.796197834
Mont-Laurier,6,6909,6,6909_601,2012,30,0.004965927,457.6,2.272408199
Mont-Laurier,6,6909,6,6909_601,2013,31,0.003506269,404.8,1.419337495
Mont-Laurier,6,6909,6,6909_601,2014,32,0.003100493,420.9,1.304997478
Mont-Laurier,6,6909,6,6909_601,2015,33,0.00219227,494.8,1.0847353
Mont-Laurier,6,6909,10,6909_603,1980,1,0.000321766,543.6,0.17491178
Mont-Laurier,6,6909,10,6909_603,1981,2,0.000839192,460.5,0.386447761
Mont-Laurier,6,6909,10,6909_603,1982,3,0.001659272,439.3,0.72891825
Mont-Laurier,6,6909,10,6909_603,1983,4,0.00200491,480.9,0.964161221
Mont-Laurier,6,6909,10,6909_603,1984,5,0.003221069,461.4,1.486201033
Mont-Laurier,6,6909,10,6909_603,1985,6,0.004250264,419.9,1.784685948
Mont-Laurier,6,6909,10,6909_603,1986,7,0.004835053,496.2,2.399153175
Mont-Laurier,6,6909,10,6909_603,1987,8,0.006428818,489.5,3.146906362
Mont-Laurier,6,6909,10,6909_603,1988,9,0.00647298,596.7,3.86242735
Mont-Laurier,6,6909,10,6909_603,1989,10,0.007887594,491.9,3.879907609
Mont-Laurier,6,6909,10,6909_603,1990,11,0.009446219,541.3,5.113238177
Mont-Laurier,6,6909,10,6909_603,1991,12,0.009275688,471.2,4.370703946
Mont-Laurier,6,6909,10,6909_603,1992,13,0.00796991,562.6,4.483871557
Mont-Laurier,6,6909,10,6909_603,1993,14,0.010235163,526,5.383695493
Mont-Laurier,6,6909,10,6909_603,1994,15,0.009233158,498.9,4.606422349
Mont-Laurier,6,6909,10,6909_603,1995,16,0.005419265,527.7,2.859745988
Mont-Laurier,6,6909,10,6909_603,1996,17,0.005798095,557,3.229538621
Mont-Laurier,6,6909,10,6909_603,1997,18,0.009179292,440.2,4.040724391
Mont-Laurier,6,6909,10,6909_603,1998,19,0.006533944,460.2,3.006921153
Mont-Laurier,6,6909,10,6909_603,1999,20,0.008106655,467,3.785807665
Mont-Laurier,6,6909,10,6909_603,2000,21,0.006740697,455.2,3.068365349
Mont-Laurier,6,6909,10,6909_603,2001,22,0.005406735,502,2.714180891
Mont-Laurier,6,6909,10,6909_603,2002,23,0.004060148,510,2.070675274
Mont-Laurier,6,6909,10,6909_603,2003,24,0.006706817,467.4,3.13476617
Mont-Laurier,6,6909,10,6909_603,2004,25,0.005068281,420.8,2.132732641
Mont-Laurier,6,6909,10,6909_603,2005,26,0.006219329,443,2.755162633
Mont-Laurier,6,6909,10,6909_603,2006,27,0.004019151,457.8,1.839967479
Mont-Laurier,6,6909,10,6909_603,2007,28,0.00416713,491.6,2.048560855
Mont-Laurier,6,6909,10,6909_603,2008,29,0.003975226,471.3,1.8735238
Mont-Laurier,6,6909,10,6909_603,2009,30,0.004410542,565.6,2.494602736
Mont-Laurier,6,6909,10,6909_603,2010,31,0.005047992,490.7032258,2.477066068
Mont-Laurier,6,6909,11,6909_604,1984,1,0.000230624,566.5,0.130648342
Mont-Laurier,6,6909,11,6909_604,1985,2,0.000381387,492.7,0.18790925
Mont-Laurier,6,6909,11,6909_604,1986,3,0.000401202,545,0.218654851
Mont-Laurier,6,6909,11,6909_604,1987,4,0.000660689,537.6,0.355186614
Mont-Laurier,6,6909,11,6909_604,1988,5,0.00070943,469.4,0.333006564
Mont-Laurier,6,6909,11,6909_604,1989,6,0.001180469,498,0.587873396
Mont-Laurier,6,6909,11,6909_604,1990,7,0.001827343,445.5,0.814081452
Mont-Laurier,6,6909,11,6909_604,1991,8,0.002010105,499.4,1.003846323
Mont-Laurier,6,6909,11,6909_604,1992,9,0.002939009,483.1,1.419835456
Mont-Laurier,6,6909,11,6909_604,1993,10,0.003467977,467.2,1.6202388
Mont-Laurier,6,6909,11,6909_604,1994,11,0.003903823,422.5,1.649365384
Mont-Laurier,6,6909,11,6909_604,1995,12,0.003203693,479.6,1.536491283
Mont-Laurier,6,6909,11,6909_604,1996,13,0.00349434,425.4,1.486492173
Mont-Laurier,6,6909,11,6909_604,1997,14,0.003304565,450.1,1.487384793
Mont-Laurier,6,6909,11,6909_604,1998,15,0.003359838,493.3,1.657407895
Mont-Laurier,6,6909,11,6909_604,1999,16,0.003658326,448,1.638930213
Mont-Laurier,6,6909,11,6909_604,2000,17,0.005530094,409.6,2.265126298
Mont-Laurier,6,6909,11,6909_604,2001,18,0.004083561,408,1.666092738
Mont-Laurier,6,6909,11,6909_604,2002,19,0.004154053,431.4,1.792058459
Mont-Laurier,6,6909,11,6909_604,2003,20,0.004555546,421.5,1.920162722
Mont-Laurier,6,6909,11,6909_604,2004,21,0.00532911,410.4,2.187066681
Mont-Laurier,6,6909,11,6909_604,2005,22,0.002856143,411.8,1.176159544
Mont-Laurier,6,6909,11,6909_604,2006,23,0.003504902,422.4,1.4804704
Mont-Laurier,6,6909,11,6909_604,2007,24,0.003198291,425.2,1.359913166
Mont-Laurier,6,6909,11,6909_604,2008,25,0.003313321,441.6,1.463162367
Mont-Laurier,6,6909,11,6909_604,2009,26,0.002453359,455.4,1.117259826
Mont-Laurier,6,6909,11,6909_604,2010,27,0.003086809,479.9,1.481359719
Mont-Laurier,6,6909,11,6909_604,2011,28,0.002422912,462.1,1.11962768
Mont-Laurier,6,6909,11,6909_604,2012,29,0.002982703,487.2,1.453172713
Mont-Laurier,6,6909,11,6909_604,2013,30,0.003181543,470,1.495325404
Mont-Laurier,6,6909,11,6909_604,2014,31,0.002834197,470.9,1.33462338
Mont-Laurier,6,6909,11,6909_604,2015,32,0.002505131,494.8,1.239538774
Mont-Laurier,6,6909,15,6909_605,1982,1,0.000269379,572.3,0.154165349
Mont-Laurier,6,6909,15,6909_605,1983,2,0.000474466,534.6,0.253649277
Mont-Laurier,6,6909,15,6909_605,1984,3,0.000879244,482.2,0.423971575
Mont-Laurier,6,6909,15,6909_605,1985,4,0.001313627,483.2,0.63474468
Mont-Laurier,6,6909,15,6909_605,1986,5,0.001852196,523.2,0.969069169
Mont-Laurier,6,6909,15,6909_605,1987,6,0.002771462,547.4,1.517098474
Mont-Laurier,6,6909,15,6909_605,1988,7,0.004057766,493.5,2.002507342
Mont-Laurier,6,6909,15,6909_605,1989,8,0.003875652,454,1.759545864
Mont-Laurier,6,6909,15,6909_605,1990,9,0.004685912,469.2,2.198629711
Mont-Laurier,6,6909,15,6909_605,1991,10,0.005833668,490.2,2.859663901
Mont-Laurier,6,6909,15,6909_605,1992,11,0.007153249,466,3.333414205
Mont-Laurier,6,6909,15,6909_605,1993,12,0.007663614,454.9,3.486178062
Mont-Laurier,6,6909,15,6909_605,1994,13,0.006278228,442.4,2.777487989
Mont-Laurier,6,6909,15,6909_605,1995,14,0.006058173,510.4,3.092091254
Mont-Laurier,6,6909,15,6909_605,1996,15,0.008276009,446.8,3.697720894
Mont-Laurier,6,6909,15,6909_605,1997,16,0.007966777,450.7,3.59062626
Mont-Laurier,6,6909,15,6909_605,1998,17,0.007962343,494,3.933397296
Mont-Laurier,6,6909,15,6909_605,1999,18,0.007827362,434.1,3.397857682
Mont-Laurier,6,6909,15,6909_605,2000,19,0.008649366,444.7,3.846373247
Mont-Laurier,6,6909,15,6909_605,2001,20,0.008265563,431.2,3.56411077
Mont-Laurier,6,6909,15,6909_605,2002,21,0.007810744,448.4,3.502337377
Mont-Laurier,6,6909,15,6909_605,2003,22,0.008664603,447.5,3.877409771
Mont-Laurier,6,6909,15,6909_605,2004,23,0.010224861,460.2,4.705481104
Mont-Laurier,6,6909,15,6909_605,2005,24,0.007795369,441.3,3.440096295
Mont-Laurier,6,6909,15,6909_605,2006,25,0.006624313,454.1,3.008100694
Mont-Laurier,6,6909,15,6909_605,2007,26,0.006185254,413.5,2.557602447
Mont-Laurier,6,6909,15,6909_605,2008,27,0.00482835,456.7,2.205107613
Mont-Laurier,6,6909,15,6909_605,2009,28,0.004189677,446.1,1.869014783
Mont-Laurier,6,6909,15,6909_605,2010,29,0.002228947,502.5,1.120045617
Mont-Laurier,6,6909,15,6909_605,2011,30,0.002262216,485.1,1.097401097
Mont-Laurier,6,6909,15,6909_605,2012,31,0.002758947,428.7,1.182760659
Mont-Laurier,6,6909,15,6909_605,2013,32,0.00203072,404.9,0.82223856
Mont-Laurier,6,6909,15,6909_605,2014,33,0.001803413,449.3,0.810273541
Mont-Laurier,6,6909,15,6909_605,2015,34,0.001186463,453.4,0.537942222
Mont-Laurier,6,6909,16,6909_606,1982,1,0.0003169,502.3,0.159178691
Mont-Laurier,6,6909,16,6909_606,1983,2,0.000604667,482.8,0.291933046
Mont-Laurier,6,6909,16,6909_606,1984,3,0.001810573,568.2,1.028767336
Mont-Laurier,6,6909,16,6909_606,1985,4,0.002667139,410.1,1.093793672
Mont-Laurier,6,6909,16,6909_606,1986,5,0.004044225,471.2,1.905639014
Mont-Laurier,6,6909,16,6909_606,1987,6,0.005147255,467.5,2.406341669
Mont-Laurier,6,6909,16,6909_606,1988,7,0.006398871,418.5,2.67792733
Mont-Laurier,6,6909,16,6909_606,1989,8,0.007500295,427.6,3.20712613
Mont-Laurier,6,6909,16,6909_606,1990,9,0.00830302,402.3,3.340305062
Mont-Laurier,6,6909,16,6909_606,1991,10,0.009440868,407.6,3.848097747
Mont-Laurier,6,6909,16,6909_606,1992,11,0.009077631,388.2,3.52393627
Mont-Laurier,6,6909,16,6909_606,1993,12,0.010879805,395.7,4.305138976
Mont-Laurier,6,6909,16,6909_606,1994,13,0.007870477,386.2,3.039578385
Mont-Laurier,6,6909,16,6909_606,1995,14,0.008398632,408.9,3.434200596
Mont-Laurier,6,6909,16,6909_606,1996,15,0.00927994,399.1,3.703624154
Mont-Laurier,6,6909,16,6909_606,1997,16,0.011412801,405.2,4.624466763
Mont-Laurier,6,6909,16,6909_606,1998,17,0.009712265,425.1,4.128684033
Mont-Laurier,6,6909,16,6909_606,1999,18,0.009584094,400.6,3.839388034
Mont-Laurier,6,6909,16,6909_606,2000,19,0.011526825,397.8,4.585371078
Mont-Laurier,6,6909,16,6909_606,2001,20,0.011150196,362.9,4.046406197
Mont-Laurier,6,6909,16,6909_606,2002,21,0.009207066,385.9,3.553006848
Mont-Laurier,6,6909,16,6909_606,2003,22,0.008612544,387,3.333054506
Mont-Laurier,6,6909,16,6909_606,2004,23,0.010142612,409.8,4.156442428
Mont-Laurier,6,6909,16,6909_606,2005,24,0.007876899,396.9,3.126341292
Mont-Laurier,6,6909,16,6909_606,2006,25,0.006296484,408.5,2.572113713
Mont-Laurier,6,6909,16,6909_606,2007,26,0.006154199,398.5,2.452448152
Mont-Laurier,6,6909,16,6909_606,2008,27,0.006060196,411.7,2.494982747
Mont-Laurier,6,6909,16,6909_606,2009,28,0.005035801,405.3,2.041010127
Mont-Laurier,6,6909,16,6909_606,2010,29,0.004593282,441.2,2.026555942
Mont-Laurier,6,6909,16,6909_606,2011,30,0.004085422,458.5,1.873165833
Mont-Laurier,6,6909,16,6909_606,2012,31,0.003960219,438.9,1.738140031
